Symbol,LTP,% Change,Open,High,Low,Qty.,link,Sector,Shares Outstanding,Market Price,Last Traded On,52 Weeks High - Low,180 Day Average,120 Day Average,1 Year Yield,EPS,P/E Ratio,Book Value,PBV,% Dividend,#,% Bonus,Right Share,30-Day Avg Volume,Market Capitalization
CITY,659.5,2.26,682.0,635.1,635.1,34921.0,/CompanyDetail.aspx?symbol=CITY,Hotels And Tourism,16740000.0,659.5,2024/01/30 02:59:05,782.50-111.10,634.76,611.15,0.0,-14.42,-45.74,100.02,6.59,,#ValueFiscal Year,,,20787.0,11040030000.0
CKHL,524.5,0.87,534.0,520.0,525.0,10035.0,/CompanyDetail.aspx?symbol=CKHL,Hydro Power,,524.5,2024/01/30 02:59:55,595.00-300.00,511.78,511.78,0.0,0.0,0.0,0.0,524.5,,#ValueFiscal Year,,,21158.0,0.0
CLI,456.0,0.55,462.0,454.0,455.0,68660.0,/CompanyDetail.aspx?symbol=CLI,Life Insurance,37500000.0,456.0,2024/01/30 02:59:59,567.00-375.00,457.37,457.37,0.0,0.0,0.0,177.14,2.57,0.26(FY:079-080),#ValueFiscal Year,5.00(FY:079-080),,92262.0,17100000000.0
CMF1,8.9,2.3,8.95,8.7,8.7,91012.0,/CompanyDetail.aspx?symbol=CMF1,Mutual Fund,82000000.0,8.9,2024/01/30 02:55:17,9.40-6.96,8.04,8.12,-1.11,0.0,0.0,0.0,8.9,15.00(FY:076-077),#ValueFiscal Year,,,27331.0,729800000.0
CMF2,8.05,-1.71,8.68,8.03,8.35,4600.0,/CompanyDetail.aspx?symbol=CMF2,Mutual Fund,56000000.0,8.05,2024/01/30 02:49:33,10.39-6.81,7.95,7.76,-4.51,0.0,0.0,0.0,0.0,,#ValueFiscal Year,,,11870.0,450800000.0
CORBL,390.0,1.56,391.4,377.1,377.1,2344.0,/CompanyDetail.aspx?symbol=CORBL,Development Bank Limited,5250000.0,390.0,2024/01/30 02:48:01,427.90-277.80,337.83,343.73,25.4,3.49,111.75,147.47,2.64,,#ValueFiscal Year1.1:1.5(FY: 078-079),,(FY:1:1.5),9537.0,2047500000.0
CYCL,1151.0,-1.54,1239.0,1145.7,1145.7,4190.0,/CompanyDetail.aspx?symbol=CYCL,Microfinance,2664243.9,1151.0,2024/01/30 02:59:58,"1,910.00-882.00",1086.9,1061.04,-38.35,2.86,402.45,221.23,5.2,,#ValueFiscal Year,30.00(FY:078-079),,6877.0,3066544728.9
CZBIL,170.0,0.0,171.0,168.0,168.5,23535.0,/CompanyDetail.aspx?symbol=CZBIL,Commercial Banks,142009740.06,170.0,2024/01/30 02:58:46,207.80-158.90,176.64,171.67,-11.92,11.02,15.43,146.2,1.16,,#ValueFiscal Year1.10:2.5(FY: 072-073)2.10:5.50(FY: 071-072),12.91(FY:077-078),10:2.5(FY:072-073),43352.0,24141655810.2
DDBL,788.9,-0.4,800.0,781.1,790.0,7774.0,/CompanyDetail.aspx?symbol=DDBL,Microfinance,15510881.7,788.9,2024/01/30 02:59:32,975.00-606.70,742.07,740.9,-17.82,22.76,34.66,221.16,3.57,,#ValueFiscal Year1.1:1(FY: 073-074)2.(FY: 071-072),,1:1(FY:073-074),12547.0,12236534573.13
DHPL,225.8,2.64,227.9,215.6,224.3,58223.0,/CompanyDetail.aspx?symbol=DHPL,Hydro Power,2640000.0,225.8,2024/01/30 02:59:58,258.90-134.00,161.57,166.15,-5.92,-0.75,-301.07,1.83,123.39,,#ValueFiscal Year,,,45742.0,596112000.0
DLBS,819.0,0.61,821.0,798.0,798.0,1151.0,/CompanyDetail.aspx?symbol=DLBS,Microfinance,1331000.0,819.0,2024/01/30 02:59:57,"1,350.00-579.00",705.11,734.06,-38.52,-63.03,-12.99,159.21,5.14,0.75(FY:079-080),#ValueFiscal Year,14.25(FY:079-080),,4071.0,1090089000.0
DOLTI,349.0,0.23,364.0,341.4,341.4,25744.0,/CompanyDetail.aspx?symbol=DOLTI,Hydro Power,5364860.0,349.0,2024/01/30 02:59:59,381.40-177.40,241.11,258.95,0.0,4.33,80.6,78.6,4.44,,#ValueFiscal Year,,,32803.0,1872336140.0
DORDI,400.1,0.03,424.0,384.2,392.0,40523.0,/CompanyDetail.aspx?symbol=DORDI,Hydro Power,10542604.0,400.1,2024/01/30 02:59:36,442.00-191.60,250.53,268.22,28.24,10.17,39.34,102.87,3.89,,#ValueFiscal Year,,,59950.0,4218095860.4
EBL,540.0,-0.52,549.5,537.0,549.5,39286.0,/CompanyDetail.aspx?symbol=EBL,Commercial Banks,117679040.0,540.0,2024/01/30 02:59:59,633.00-448.00,533.23,496.94,6.91,29.12,18.54,219.57,2.46,,#ValueFiscal Year,,,46273.0,63546681600.0
EBLD85,990.1,-1.68,990.1,990.1,990.1,25.0,/CompanyDetail.aspx?symbol=EBLD85,Corporate Debenture,2000000.0,990.1,2024/01/30 11:23:48,"1,053.60-976.10",1007.21,1007.21,0.0,0.0,0.0,0.0,990.1,,#ValueFiscal Year,,,165.0,1980200000.0
EDBL,358.0,-0.83,363.9,357.0,361.0,7142.0,/CompanyDetail.aspx?symbol=EDBL,Development Bank Limited,12496944.7,358.0,2024/01/30 02:59:45,399.70-266.40,323.4,328.14,5.6,-11.19,-31.99,152.08,2.35,,#ValueFiscal Year1.10:3(FY: 078-079)2.55(FY: 074-075)3.2:1(FY: 073-074)4.(FY: 073-074)5.2:1(FY: 072-073)6.(FY: 072-073)7.4:1.0370(FY: 071-072)8.1:0.35(FY: 069-070),8.50(FY:077-078),10:3(FY:078-079),34739.0,4473906202.6
EHPL,449.0,3.22,452.0,427.1,435.0,5867.0,/CompanyDetail.aspx?symbol=EHPL,Hydro Power,6200000.0,449.0,2024/01/30 02:59:58,508.00-273.00,346.35,364.32,1.13,10.04,44.72,76.24,5.89,,#ValueFiscal Year,,,12887.0,2783800000.0
ENL,835.0,1.21,840.0,816.0,816.0,2149.0,/CompanyDetail.aspx?symbol=ENL,Investment,5556000.0,835.0,2024/01/30 02:55:13,"1,060.00-572.00",868.87,833.95,25.0,1.4,596.43,113.29,7.37,,#ValueFiscal Year,,,4900.0,4639260000.0
FMDBL,634.0,-0.31,646.5,625.0,646.5,7686.0,/CompanyDetail.aspx?symbol=FMDBL,Microfinance,12338269.03,634.0,2024/01/30 02:59:57,781.00-497.20,635.42,625.73,-4.95,13.76,46.08,128.22,4.94,,#ValueFiscal Year1.(FY: 073-074)2.2:1(FY: 073-074)3.1:1(FY: 071-072)4.(FY: 070-071),,2:1(FY:073-074),19255.0,7822462565.02
FOWAD,1129.7,0.06,1133.8,1093.0,1133.8,8971.0,/CompanyDetail.aspx?symbol=FOWAD,Microfinance,10555637.34,1129.7,2024/01/30 02:59:55,"1,944.00-974.00",1174.78,1137.68,-40.1,-42.06,-26.86,265.68,4.25,,#ValueFiscal Year,25.00(FY:078-079),,5158.0,11924703503.0
GBBD85,870.0,-1.86,870.0,869.0,869.0,75.0,/CompanyDetail.aspx?symbol=GBBD85,Corporate Debenture,1000000.0,870.0,2024/01/30 02:06:59,"1,000.00-744.10",864.44,860.3,-2.47,0.0,0.0,0.0,870.0,,#ValueFiscal Year,,,17299.0,870000000.0
GBBL,383.0,-0.29,390.0,383.0,390.0,28943.0,/CompanyDetail.aspx?symbol=GBBL,Development Bank Limited,56805173.3,383.0,2024/01/30 02:59:56,432.40-336.00,380.08,379.94,6.69,18.05,21.22,145.43,2.63,,#ValueFiscal Year1.(FY: 072-073)2.(FY: 070-071)3.10:3(FY: 069-070)4.(FY: 068-069),,,53532.0,21756381373.9
GBILD86/87,819.3,-2.0,819.3,819.3,819.3,25.0,/CompanyDetail.aspx?symbol=GBILD86/87,Corporate Debenture,3000000.0,819.3,2024/01/30 11:06:11,893.00-730.00,819.6,834.04,9.24,0.0,0.0,0.0,819.3,,#ValueFiscal Year,,,43.0,2457900000.0
GBIME,198.5,-0.25,201.9,197.3,201.9,84689.0,/CompanyDetail.aspx?symbol=GBIME,Commercial Banks,361287700.0,198.5,2024/01/30 02:59:54,241.90-176.00,204.73,203.13,-5.66,11.31,17.55,157.4,1.26,,#ValueFiscal Year,,,137509.0,71715608450.0
GBLBS,560.0,0.36,569.0,547.2,558.0,4911.0,/CompanyDetail.aspx?symbol=GBLBS,Microfinance,9825000.0,560.0,2024/01/30 02:59:18,673.00-427.00,512.16,511.52,-8.94,14.07,39.8,218.97,2.56,,#ValueFiscal Year1.1:0.5(FY: 075-076),,1:0.5(FY:075-076),9320.0,5502000000.0
GCIL,520.0,2.56,524.0,506.0,510.0,51984.0,/CompanyDetail.aspx?symbol=GCIL,Manufacturing And Processing,45676856.9,520.0,2024/01/30 02:59:58,614.00-363.10,473.04,467.57,0.0,1.17,444.44,247.44,2.1,,#ValueFiscal Year,15.00(FY:079-080),,101901.0,23751965588.0
GFCL,445.0,0.23,453.0,437.2,437.2,5649.0,/CompanyDetail.aspx?symbol=GFCL,Finance,9461152.0,445.0,2024/01/30 02:59:59,530.00-375.00,431.45,425.15,-9.92,4.84,91.94,174.18,2.55,,#ValueFiscal Year1.10:6(FY: 073-074)2.(FY: 072-073)3.(FY: 071-072),,10:6(FY:073-074),15737.0,4210212640.0
GHL,192.0,1.64,192.0,186.0,190.0,85017.0,/CompanyDetail.aspx?symbol=GHL,Hydro Power,16500000.0,192.0,2024/01/30 02:59:52,302.00-120.00,167.7,159.94,-32.16,-7.6,-25.26,90.07,2.13,,#ValueFiscal Year1.(FY: 080-081),,,91380.0,3168000000.0
GIBF1,8.4,-0.59,8.54,8.31,8.31,23500.0,/CompanyDetail.aspx?symbol=GIBF1,Mutual Fund,102576360.0,8.4,2024/01/30 02:45:22,9.70-7.20,8.16,8.04,1.2,0.0,0.0,0.0,8.4,5.00(FY:079-080),#ValueFiscal Year,,,116526.0,861641424.0
GILB,884.0,0.45,922.0,862.4,862.4,3074.0,/CompanyDetail.aspx?symbol=GILB,Microfinance,6189000.45,884.0,2024/01/30 02:58:56,"1,195.00-665.10",861.46,850.27,-23.13,21.98,40.22,181.5,4.87,,#ValueFiscal Year1.1:1(FY: 076-077)2.(FY: 074-075)3.2:1(FY: 073-074),,1:1(FY:076-077),5071.0,5471076397.8
GLBSL,879.0,-5.48,947.9,871.0,911.4,494.0,/CompanyDetail.aspx?symbol=GLBSL,Microfinance,1014000.0,879.0,2024/01/30 02:59:13,964.90-589.10,706.73,706.6,3.73,15.24,57.68,129.67,6.78,,#ValueFiscal Year,4.00(FY:078-079),,1509.0,891306000.0
GLH,273.0,7.99,275.9,252.9,257.8,88776.0,/CompanyDetail.aspx?symbol=GLH,Hydro Power,18000000.0,273.0,2024/01/30 02:59:54,355.00-194.60,227.95,228.16,-17.22,-0.87,-313.79,80.65,3.38,,#ValueFiscal Year,,,38543.0,4914000000.0
GMFBS,897.0,0.22,897.0,878.0,878.0,1161.0,/CompanyDetail.aspx?symbol=GMFBS,Microfinance,1515545.33,897.0,2024/01/30 02:55:00,919.00-641.00,719.99,733.28,2.63,7.6,118.03,131.15,6.84,1.00(FY:077-078),#ValueFiscal Year,19.00(FY:077-078),,2128.0,1359444156.52
GMFIL,367.0,1.07,367.0,359.0,363.1,5664.0,/CompanyDetail.aspx?symbol=GMFIL,Finance,10121760.0,367.0,2024/01/30 02:59:39,427.00-277.00,349.64,348.52,1.97,-13.24,-27.72,140.06,2.62,,#ValueFiscal Year1.10:4(FY: 074-075)2.2:1(FY: 073-074)3.(FY: 073-074)4.(FY: 071-072),,10:4(FY:074-075),16040.0,3714685920.0
GRDBL,343.7,-0.09,350.0,343.0,350.0,3852.0,/CompanyDetail.aspx?symbol=GRDBL,Development Bank Limited,5190000.0,343.7,2024/01/30 02:59:13,381.70-0.00,315.49,317.03,25.94,4.86,70.72,114.97,2.99,0.20(FY:078-079),#ValueFiscal Year1.(FY: 074-075)2.1:4(FY: 072-073),3.80(FY:078-079),,9416.0,1783803000.0
GUFL,563.6,0.25,573.0,557.0,557.0,9331.0,/CompanyDetail.aspx?symbol=GUFL,Finance,8679938.0,563.6,2024/01/30 02:59:48,611.00-454.00,532.15,531.15,-0.79,28.02,20.11,161.15,3.5,,#ValueFiscal Year1.2:1(FY: 073-074),7.00(FY:071-072),2:1(FY:073-074),29504.0,4892013056.8
GVL,454.0,-0.87,465.0,448.9,448.9,28991.0,/CompanyDetail.aspx?symbol=GVL,Hydro Power,31250000.0,454.0,2024/01/30 02:59:58,499.50-299.90,378.04,390.78,0.67,30.04,15.11,114.73,3.96,,#ValueFiscal Year,,,53107.0,14187500000.0
GWFD83,1096.5,2.0,1096.5,1096.0,1096.0,225.0,/CompanyDetail.aspx?symbol=GWFD83,Corporate Debenture,,1096.5,2024/01/30 02:03:41,"1,147.50-999.80",1071.37,1074.87,-1.56,0.0,0.0,0.0,1096.5,,#ValueFiscal Year,,,460.0,0.0
H8020,8.7,-0.68,8.82,8.63,8.76,12830.0,/CompanyDetail.aspx?symbol=H8020,Mutual Fund,100000000.0,8.7,2024/01/30 02:53:33,10.10-8.56,8.93,8.93,0.0,0.0,0.0,0.0,8.7,,#ValueFiscal Year,,,8006.0,870000000.0
HATHY,975.0,-1.81,1014.9,965.3,990.0,103772.0,/CompanyDetail.aspx?symbol=HATHY,Investment,12870000.0,975.0,2024/01/30 02:59:59,"1,123.00-279.50",642.15,642.15,0.0,4.92,198.17,154.98,6.29,,#ValueFiscal Year1.9.779(FY: 072-073),,9.779(FY:072-073),130130.0,12548250000.0
HBL,203.0,0.0,206.0,202.2,204.0,31810.0,/CompanyDetail.aspx?symbol=HBL,Commercial Banks,216566156.3,203.0,2024/01/30 02:59:13,305.00-193.00,204.94,203.93,-32.33,13.89,14.61,162.17,1.25,,#ValueFiscal Year1.7:1(FY: 071-072),,7:1(FY:071-072),50761.0,43962929728.9
HBLD86,955.0,1.81,955.0,955.0,955.0,25.0,/CompanyDetail.aspx?symbol=HBLD86,Corporate Debenture,2500000.0,955.0,2024/01/30 11:34:39,"1,000.00-938.00",965.29,965.29,0.0,0.0,0.0,0.0,955.0,,#ValueFiscal Year,,,36.0,2387500000.0
HDHPC,153.5,-0.39,156.9,153.0,155.9,261661.0,/CompanyDetail.aspx?symbol=HDHPC,Hydro Power,28000000.0,153.5,2024/01/30 02:59:49,255.90-116.00,134.0,134.52,-35.93,-2.65,-57.92,77.5,1.98,,#ValueFiscal Year1.1:0.75(FY: 079-080),,1:0.75(FY:079-080),503822.0,4298000000.0
HDL,1651.0,0.43,1670.0,1642.0,1644.0,32540.0,/CompanyDetail.aspx?symbol=HDL,Manufacturing And Processing,26725233.15,1651.0,2024/01/30 02:59:59,"2,840.70-1,540.00",1849.35,1767.21,-36.74,15.75,104.83,138.56,11.92,15.00(FY:079-080),#ValueFiscal Year,10.00(FY:079-080),,29220.0,44123359930.65
HEI,607.1,1.0,619.1,607.0,613.0,33492.0,/CompanyDetail.aspx?symbol=HEI,Non-Life Insurance,25001574.71,607.1,2024/01/30 02:59:55,705.00-400.60,569.41,567.12,37.51,12.23,49.64,178.04,3.41,,#ValueFiscal Year,,,50069.0,15178456006.44
HEIP,363.2,-1.84,377.4,362.6,364.0,497.0,/CompanyDetail.aspx?symbol=HEIP,Promotor Share,,363.2,2024/01/30 01:52:19,486.90-245.50,404.48,397.67,20.91,0.0,0.0,0.0,363.2,,#ValueFiscal Year,,,6402.0,0.0
HHL,343.0,3.94,344.5,331.0,331.0,41624.0,/CompanyDetail.aspx?symbol=HHL,Hydro Power,10950000.0,343.0,2024/01/30 02:59:59,387.00-170.30,237.74,256.83,17.91,8.73,39.29,72.84,4.71,,#ValueFiscal Year,,,40241.0,3755850000.0
HIDCL,191.5,0.0,195.0,190.5,195.0,137324.0,/CompanyDetail.aspx?symbol=HIDCL,Investment,227757990.0,191.5,2024/01/30 02:59:57,224.00-154.00,172.79,173.73,-5.2,6.61,28.97,108.3,1.77,,#ValueFiscal Year1.1:1(FY: 078-079)2.1:1(FY: 074-075),,1:1(FY:078-079),221481.0,43615655085.0
