Symbol,LTP,% Change,Open,High,Low,Qty.,link,Sector,Shares Outstanding,Market Price,Last Traded On,52 Weeks High - Low,180 Day Average,120 Day Average,1 Year Yield,EPS,P/E Ratio,Book Value,PBV,% Dividend,#,% Bonus,Right Share,30-Day Avg Volume,Market Capitalization
API,184.0,-1.34,188.2,183.7,186.5,68803.0,/CompanyDetail.aspx?symbol=API,Hydro Power,57865979.12,184.0,2024/03/19 02:59:49,269.00-154.70,182.99,185.08,-28.43,0.07,2628.57,103.31,1.78,,#ValueFiscal Year1.1:0.40(FY: 080-081)2.1:0.393632926(FY: 078-079)3.1:0.2938(FY: 077-078)4.1:0.47619047619(FY: 076-077),7.50(FY:078-079),1:0.40(FY:080-081),118402.0,10647340158.08
AVYAN,670.0,3.91,671.2,634.5,636.0,25010.0,/CompanyDetail.aspx?symbol=AVYAN,Microfinance,2500000.0,670.0,2024/03/19 02:59:37,807.80-549.00,610.85,610.37,3.28,-49.97,-13.41,74.62,8.98,,#ValueFiscal Year,,,6004.0,1675000000.0
BARUN,246.1,-0.61,251.5,246.0,251.0,31347.0,/CompanyDetail.aspx?symbol=BARUN,Hydro Power,5358150.0,246.1,2024/03/19 02:59:43,299.00-191.10,238.54,245.13,-6.43,-13.94,-17.65,104.2,2.36,0.26(FY:076-077),#ValueFiscal Year1.1:1(FY: 079-080)2.(FY: 073-074)3.(FY: 072-073),5.00(FY:076-077),1:1(FY:079-080),33759.0,1318640715.0
BBC,3845.0,-1.26,3970.9,3836.0,3970.9,120.0,/CompanyDetail.aspx?symbol=BBC,Tradings,500000.0,3845.0,2024/03/19 02:52:49,"4,539.00-3,050.00",3757.11,3792.83,15.6,250.25,15.36,1685.32,2.28,,#ValueFiscal Year,,,878.0,1922500000.0
BEDC,357.8,3.56,370.2,344.0,344.0,13722.0,/CompanyDetail.aspx?symbol=BEDC,Hydro Power,5440534.0,357.8,2024/03/19 02:59:38,412.90-170.00,285.89,312.19,0.0,-4.21,-84.99,60.14,5.95,,#ValueFiscal Year,,,15921.0,1946623065.2
BFC,359.0,2.84,368.0,355.1,356.0,86435.0,/CompanyDetail.aspx?symbol=BFC,Finance,8548167.79,359.0,2024/03/19 02:59:59,377.00-284.00,318.27,323.7,10.12,2.54,141.34,135.83,2.64,,#ValueFiscal Year1.1:0.25(FY: 074-075)2.(FY: 072-073),20.00(FY:067-068),1:0.25(FY:074-075),26869.0,3068792236.61
BGWT,657.9,9.29,657.9,591.0,608.0,16575.0,/CompanyDetail.aspx?symbol=BGWT,Hydro Power,5720647.0,657.9,2024/03/19 02:59:48,710.00-352.00,519.72,547.14,0.0,13.2,49.84,119.92,5.49,10.53(FY:079-080),#ValueFiscal Year,,,8429.0,3763613661.3
BHDC,469.0,-1.26,484.0,466.0,466.0,7011.0,/CompanyDetail.aspx?symbol=BHDC,Hydro Power,10500000.0,469.0,2024/03/19 02:57:51,523.00-286.50,411.0,435.21,6.59,16.75,28.0,116.84,4.01,5.26(FY:079-080),#ValueFiscal Year,5.00(FY:078-079),,6954.0,4924500000.0
BHL,347.4,1.58,356.6,335.2,335.2,7837.0,/CompanyDetail.aspx?symbol=BHL,Hydro Power,18279700.0,347.4,2024/03/19 02:59:57,394.00-192.70,275.54,295.69,3.7,-18.3,-18.98,67.01,5.18,,#ValueFiscal Year,,,22432.0,6350367780.0
BHPL,486.8,0.37,489.0,477.0,480.0,3008.0,/CompanyDetail.aspx?symbol=BHPL,Hydro Power,2500000.0,486.8,2024/03/19 02:49:19,569.50-304.10,454.51,463.11,-6.6,-0.98,-496.73,57.0,8.54,,#ValueFiscal Year,,,5435.0,1217000000.0
BNHC,550.0,10.0,550.0,498.0,510.0,66462.0,/CompanyDetail.aspx?symbol=BNHC,Hydro Power,4000000.0,550.0,2024/03/19 02:59:58,550.00-270.10,388.11,407.8,32.53,1.63,337.42,91.83,5.99,,#ValueFiscal Year,,,19178.0,2200000000.0
BNT,13400.0,-0.74,13770.0,13133.0,13411.0,270.0,/CompanyDetail.aspx?symbol=BNT,Manufacturing And Processing,1210000.0,13400.0,2024/03/19 02:58:35,"17,508.00-10,500.00",12848.83,12767.63,5.15,-342.47,-39.13,3173.06,4.22,,#ValueFiscal Year,,,1392.0,16214000000.0
BPCL,310.0,0.26,312.0,308.5,309.0,8112.0,/CompanyDetail.aspx?symbol=BPCL,Hydro Power,34090650.0,310.0,2024/03/19 02:59:21,365.00-292.10,307.28,309.3,-2.82,10.46,29.64,206.73,1.5,,#ValueFiscal Year1.(FY: 070-071)2.3:2(FY: 070-071),5.00(FY:078-079),3:2(FY:070-071),9180.0,10568101500.0
C30MF,9.0,-1.64,9.15,9.0,9.0,22450.0,/CompanyDetail.aspx?symbol=C30MF,Mutual Fund,75072390.0,9.0,2024/03/19 02:46:00,10.00-7.61,8.32,8.45,0.0,0.0,0.0,0.0,9.0,,#ValueFiscal Year,,,4668.0,675651510.0
CBBL,866.0,0.7,873.0,860.0,860.0,9383.0,/CompanyDetail.aspx?symbol=CBBL,Microfinance,29771721.0,866.0,2024/03/19 02:59:30,"1,052.50-727.00",886.86,871.24,10.04,29.3,29.56,231.52,3.74,,#ValueFiscal Year,,,10125.0,25782310386.0
CBLD88,1013.0,-1.07,1013.0,1013.0,1013.0,25.0,/CompanyDetail.aspx?symbol=CBLD88,Corporate Debenture,3000000.0,1013.0,2024/03/19 02:57:14,"1,024.00-824.10",968.2,984.78,22.76,0.0,0.0,0.0,1013.0,,#ValueFiscal Year,,,131.0,3039000000.0
CCBD88,1017.5,0.64,1017.5,1012.5,1012.5,75.0,/CompanyDetail.aspx?symbol=CCBD88,Corporate Debenture,2200000.0,1017.5,2024/03/19 02:49:33,"1,022.90-831.00",968.88,988.54,21.8,0.0,0.0,0.0,1017.5,,#ValueFiscal Year,,,76.0,2238500000.0
CFCL,360.0,5.36,370.0,348.5,348.5,86045.0,/CompanyDetail.aspx?symbol=CFCL,Finance,9488754.59,360.0,2024/03/19 02:59:35,423.00-275.50,335.15,339.66,14.47,-10.04,-35.86,124.66,2.89,,#ValueFiscal Year1.2:1(FY: 074-075),,2:1(FY:074-075),17667.0,3415951652.4
CGH,830.0,-0.24,848.6,830.0,848.6,10694.0,/CompanyDetail.aspx?symbol=CGH,Hotels And Tourism,15340910.0,830.0,2024/03/19 02:59:45,"1,520.00-796.20",996.97,951.74,-27.7,8.19,101.34,89.09,9.32,,#ValueFiscal Year,,,15386.0,12732955300.0
CHCL,467.0,-0.43,474.0,464.1,464.1,14278.0,/CompanyDetail.aspx?symbol=CHCL,Hydro Power,79839972.1,467.0,2024/03/19 02:59:28,594.00-452.10,488.8,492.66,-0.43,9.5,49.16,131.8,3.54,,#ValueFiscal Year,10.00(FY:079-080),,24019.0,37285266970.7
CHDC,942.0,-0.97,960.0,941.1,945.1,5392.0,/CompanyDetail.aspx?symbol=CHDC,Investment,8394100.0,942.0,2024/03/19 02:59:24,"1,217.20-681.20",978.19,982.81,30.83,12.78,73.71,165.63,5.69,,#ValueFiscal Year1.100:30(FY: 072-073),,100:30(FY:072-073),6913.0,7907242200.0
CHL,292.5,-0.58,300.0,292.5,298.0,21499.0,/CompanyDetail.aspx?symbol=CHL,Hydro Power,3869775.0,292.5,2024/03/19 02:59:12,337.00-194.10,256.24,270.12,-8.34,-0.54,-541.67,91.49,3.2,0.26(FY:076-077),#ValueFiscal Year1.10:3(FY: 078-079),5.00(FY:076-077),10:3(FY:078-079),16270.0,1131909187.5
CIT,2122.0,-0.14,2150.0,2120.0,2120.0,4123.0,/CompanyDetail.aspx?symbol=CIT,Investment,53137504.0,2122.0,2024/03/19 02:59:44,"2,704.00-1,850.00",2051.03,2096.41,4.74,20.55,103.26,559.48,3.79,,#ValueFiscal Year1.100:82.84(FY: 077-078),,100:82.84(FY:077-078),9944.0,112757783488.0
CITY,609.0,0.66,617.0,600.0,617.0,5417.0,/CompanyDetail.aspx?symbol=CITY,Hotels And Tourism,16740000.0,609.0,2024/03/19 02:59:55,782.50-111.10,614.83,624.56,0.0,-14.1,-43.19,96.5,6.31,,#ValueFiscal Year,,,10802.0,10194660000.0
CIZBD86,1008.0,0.6,1008.0,1008.0,1008.0,25.0,/CompanyDetail.aspx?symbol=CIZBD86,Corporate Debenture,2500000.0,1008.0,2024/03/19 01:37:28,"1,040.00-950.00",984.5,984.5,0.0,0.0,0.0,0.0,1008.0,,#ValueFiscal Year,,,347.0,2520000000.0
CKHL,600.0,-3.07,620.0,600.0,609.1,17076.0,/CompanyDetail.aspx?symbol=CKHL,Hydro Power,,600.0,2024/03/19 02:59:56,686.80-300.00,550.78,550.78,0.0,0.0,0.0,0.0,600.0,,#ValueFiscal Year,,,28285.0,0.0
CLI,465.3,-0.79,478.0,464.0,464.0,51559.0,/CompanyDetail.aspx?symbol=CLI,Life Insurance,37500000.0,465.3,2024/03/19 02:59:56,567.00-375.00,455.0,467.85,0.0,0.0,0.0,177.14,2.63,0.26(FY:079-080),#ValueFiscal Year,5.00(FY:079-080),,45751.0,17448750000.0
CMF1,9.0,0.11,9.0,8.84,8.84,1210.0,/CompanyDetail.aspx?symbol=CMF1,Mutual Fund,82000000.0,9.0,2024/03/19 12:02:34,9.40-6.96,8.3,8.45,21.95,0.0,0.0,0.0,9.0,15.00(FY:076-077),#ValueFiscal Year,,,15979.0,738000000.0
CMF2,7.87,0.0,7.87,7.74,7.74,900.0,/CompanyDetail.aspx?symbol=CMF2,Mutual Fund,56000000.0,7.87,2024/03/19 02:30:16,10.39-6.81,7.83,7.96,-1.62,0.0,0.0,0.0,0.0,,#ValueFiscal Year,,,4850.0,440720000.0
CORBL,444.0,-1.77,459.9,444.0,444.1,11869.0,/CompanyDetail.aspx?symbol=CORBL,Development Bank Limited,5250000.0,444.0,2024/03/19 02:57:54,475.00-277.80,366.29,382.05,47.02,3.49,127.22,147.47,3.01,,#ValueFiscal Year1.1:1.5(FY: 078-079),,(FY:1:1.5),10313.0,2331000000.0
CYCL,1385.9,-1.21,1402.9,1350.0,1402.9,11699.0,/CompanyDetail.aspx?symbol=CYCL,Microfinance,2664243.9,1385.9,2024/03/19 02:59:55,"1,560.00-882.00",1105.71,1124.88,3.04,15.84,87.49,214.32,6.47,,#ValueFiscal Year,30.00(FY:078-079),,9800.0,3692375621.01
CZBIL,163.0,-1.75,168.0,162.0,165.9,27323.0,/CompanyDetail.aspx?symbol=CZBIL,Commercial Banks,142009740.06,163.0,2024/03/19 02:59:15,207.80-156.80,170.64,169.43,-8.94,11.02,14.79,146.2,1.11,,#ValueFiscal Year1.10:2.5(FY: 072-073)2.10:5.50(FY: 071-072),12.91(FY:077-078),10:2.5(FY:072-073),24640.0,23147587629.78
DDBL,793.9,0.75,805.0,785.0,800.0,13245.0,/CompanyDetail.aspx?symbol=DDBL,Microfinance,15510881.66,793.9,2024/03/19 02:59:12,913.00-606.70,750.13,754.41,15.9,15.64,50.76,212.84,3.73,,#ValueFiscal Year1.1:1(FY: 073-074)2.(FY: 071-072),,1:1(FY:073-074),6751.0,12314088949.87
DHPL,202.5,0.25,205.5,198.0,202.0,19224.0,/CompanyDetail.aspx?symbol=DHPL,Hydro Power,2640000.0,202.5,2024/03/19 02:59:46,242.00-134.00,177.31,188.01,-11.92,-10.86,-18.65,-3.42,-59.21,,#ValueFiscal Year,,,17726.0,534600000.0
DLBS,1171.3,9.99,1171.3,1070.0,1070.0,11105.0,/CompanyDetail.aspx?symbol=DLBS,Microfinance,1331000.0,1171.3,2024/03/19 02:59:22,"1,171.30-579.00",764.55,818.82,41.43,-30.82,-38.0,137.74,8.5,,#ValueFiscal Year,,,4089.0,1559000300.0
DOLTI,387.0,-0.15,395.0,380.0,381.1,17244.0,/CompanyDetail.aspx?symbol=DOLTI,Hydro Power,5364860.0,387.0,2024/03/19 02:59:36,450.00-177.40,296.0,325.37,0.0,-3.68,-105.16,71.3,5.43,,#ValueFiscal Year,,,32755.0,2076200820.0
DORDI,427.0,0.49,432.0,417.1,420.0,50042.0,/CompanyDetail.aspx?symbol=DORDI,Hydro Power,10542604.0,427.0,2024/03/19 02:59:26,576.00-191.60,322.88,361.31,35.56,6.04,70.7,103.06,4.14,,#ValueFiscal Year,,,45314.0,4501691908.0
EBL,512.8,-0.81,518.0,512.6,515.0,19048.0,/CompanyDetail.aspx?symbol=EBL,Commercial Banks,117679040.0,512.8,2024/03/19 02:59:58,633.00-448.00,507.43,511.74,1.54,29.12,17.61,219.57,2.34,,#ValueFiscal Year,,,19714.0,60345811712.0
EBLD86,902.0,1.22,902.0,901.0,901.0,55.0,/CompanyDetail.aspx?symbol=EBLD86,Corporate Debenture,2000000.0,902.0,2024/03/19 12:41:25,920.00-752.00,848.89,863.13,19.15,0.0,0.0,0.0,902.0,,#ValueFiscal Year,,,113.0,1804000000.0
EDBL,373.0,-0.27,381.4,371.0,376.0,27474.0,/CompanyDetail.aspx?symbol=EDBL,Development Bank Limited,12496944.7,373.0,2024/03/19 02:59:24,399.70-266.40,336.05,343.24,18.08,-11.19,-33.33,152.08,2.45,,#ValueFiscal Year1.10:3(FY: 078-079)2.55(FY: 074-075)3.2:1(FY: 073-074)4.(FY: 073-074)5.2:1(FY: 072-073)6.(FY: 072-073)7.4:1.0370(FY: 071-072)8.1:0.35(FY: 069-070),8.50(FY:077-078),10:3(FY:078-079),12284.0,4661360373.1
EHPL,447.0,0.22,454.0,438.0,454.0,2060.0,/CompanyDetail.aspx?symbol=EHPL,Hydro Power,6200000.0,447.0,2024/03/19 02:56:31,500.00-273.00,387.82,406.5,-1.32,4.44,100.68,75.96,5.88,,#ValueFiscal Year,,,5933.0,2771400000.0
ENL,773.0,0.65,783.3,765.0,783.3,1813.0,/CompanyDetail.aspx?symbol=ENL,Investment,5556000.0,773.0,2024/03/19 02:59:59,"1,060.00-572.00",822.49,818.81,15.01,1.76,439.2,105.76,7.31,,#ValueFiscal Year,,,2005.0,4294788000.0
FMDBL,620.0,0.98,638.0,615.0,620.0,24509.0,/CompanyDetail.aspx?symbol=FMDBL,Microfinance,12338269.03,620.0,2024/03/19 02:59:48,781.00-497.20,622.67,617.06,16.74,13.76,45.06,128.22,4.84,,#ValueFiscal Year1.(FY: 073-074)2.2:1(FY: 073-074)3.1:1(FY: 071-072)4.(FY: 070-071),,2:1(FY:073-074),11086.0,7649726798.6
FOWAD,1121.9,2.93,1125.0,1092.0,1100.0,8363.0,/CompanyDetail.aspx?symbol=FOWAD,Microfinance,10555637.34,1121.9,2024/03/19 02:58:39,"1,493.00-974.00",1123.85,1082.99,-10.96,-4.9,-228.96,256.01,4.38,,#ValueFiscal Year,25.00(FY:078-079),,4448.0,11842369531.75
GBBD85,912.0,-0.33,915.0,912.0,915.0,125.0,/CompanyDetail.aspx?symbol=GBBD85,Corporate Debenture,1000000.0,912.0,2024/03/19 02:52:29,"1,000.00-768.10",876.1,887.33,14.0,0.0,0.0,0.0,912.0,,#ValueFiscal Year,,,125.0,912000000.0
GBBL,374.0,-0.53,380.9,373.2,379.9,22692.0,/CompanyDetail.aspx?symbol=GBBL,Development Bank Limited,56805173.3,374.0,2024/03/19 02:59:47,432.40-336.00,377.78,379.37,5.35,18.05,20.72,145.43,2.57,,#ValueFiscal Year1.(FY: 072-073)2.(FY: 070-071)3.10:3(FY: 069-070)4.(FY: 068-069),,,28583.0,21245134814.2
GBIME,189.0,-2.02,192.5,188.5,192.5,40516.0,/CompanyDetail.aspx?symbol=GBIME,Commercial Banks,361287700.0,189.0,2024/03/19 02:59:47,241.90-176.00,199.49,197.22,1.07,11.31,16.71,157.4,1.2,,#ValueFiscal Year,,,51368.0,68283375300.0
GBLBS,614.0,3.89,620.0,586.2,586.2,27896.0,/CompanyDetail.aspx?symbol=GBLBS,Microfinance,9825000.0,614.0,2024/03/19 02:59:58,673.00-427.00,525.65,537.44,26.86,19.73,31.12,100.0,6.14,,#ValueFiscal Year1.1:0.5(FY: 075-076),,1:0.5(FY:075-076),7120.0,6032550000.0
GCIL,543.0,-3.04,576.0,540.6,570.0,180805.0,/CompanyDetail.aspx?symbol=GCIL,Manufacturing And Processing,45676857.0,543.0,2024/03/19 02:59:52,614.00-363.10,480.6,498.99,0.0,-18.32,-29.64,225.45,2.41,,#ValueFiscal Year,15.00(FY:079-080),,106429.0,24802533351.0
GFCL,478.1,2.18,494.0,473.0,473.0,49870.0,/CompanyDetail.aspx?symbol=GFCL,Finance,9461152.0,478.1,2024/03/19 02:59:59,530.00-375.00,432.39,437.68,5.08,4.84,98.78,174.18,2.74,,#ValueFiscal Year1.10:6(FY: 073-074)2.(FY: 072-073)3.(FY: 071-072),,10:6(FY:073-074),13692.0,4523376771.2
GHL,160.5,-1.83,166.7,160.4,166.5,126112.0,/CompanyDetail.aspx?symbol=GHL,Hydro Power,16500000.0,160.5,2024/03/19 02:59:40,286.00-120.00,164.2,160.09,-40.77,-2.26,-71.02,88.94,1.8,,#ValueFiscal Year1.(FY: 080-081),,,159609.0,2648250000.0
GIBF1,8.35,-0.83,8.35,8.26,8.26,3500.0,/CompanyDetail.aspx?symbol=GIBF1,Mutual Fund,102576360.0,8.35,2024/03/19 02:57:06,9.70-7.20,8.18,8.18,3.73,0.0,0.0,0.0,8.35,5.00(FY:079-080),#ValueFiscal Year,,,8432.0,856512606.0
GILB,936.0,5.05,952.9,875.1,908.0,25784.0,/CompanyDetail.aspx?symbol=GILB,Microfinance,6189000.45,936.0,2024/03/19 02:59:45,"1,110.70-665.10",849.37,842.19,26.32,15.46,60.54,181.09,5.17,,#ValueFiscal Year1.1:1(FY: 076-077)2.(FY: 074-075)3.2:1(FY: 073-074),,1:1(FY:076-077),4446.0,5792904421.2
GLBSL,1370.8,1.54,1407.0,1281.0,1323.0,3155.0,/CompanyDetail.aspx?symbol=GLBSL,Microfinance,1014000.0,1370.8,2024/03/19 02:59:57,"1,449.00-589.10",793.06,835.53,106.14,15.24,89.95,129.67,10.57,,#ValueFiscal Year,4.00(FY:078-079),,1861.0,1389991200.0
GLH,222.3,-2.5,232.0,222.0,228.0,33460.0,/CompanyDetail.aspx?symbol=GLH,Hydro Power,18000000.0,222.3,2024/03/19 02:59:59,318.00-194.60,229.44,233.14,-25.4,-1.09,-203.94,80.33,2.77,,#ValueFiscal Year,,,47367.0,4001400000.0
GMFBS,934.0,3.66,991.0,900.0,919.0,10202.0,/CompanyDetail.aspx?symbol=GMFBS,Microfinance,1515545.33,934.0,2024/03/19 02:58:35,991.00-641.00,771.91,797.29,27.77,14.18,65.87,146.74,6.36,1.00(FY:077-078),#ValueFiscal Year,19.00(FY:077-078),,1953.0,1415519333.55
GMFIL,370.0,1.09,384.0,370.0,373.0,29784.0,/CompanyDetail.aspx?symbol=GMFIL,Finance,10121760.0,370.0,2024/03/19 02:59:40,427.00-277.00,352.02,355.82,13.15,-13.24,-27.95,140.06,2.64,,#ValueFiscal Year1.10:4(FY: 074-075)2.2:1(FY: 073-074)3.(FY: 073-074)4.(FY: 071-072),,10:4(FY:074-075),10959.0,3745051200.0
GRDBL,386.5,-1.75,401.0,386.3,401.0,14876.0,/CompanyDetail.aspx?symbol=GRDBL,Development Bank Limited,5190000.0,386.5,2024/03/19 02:59:46,402.00-0.00,330.9,339.54,48.08,4.86,79.53,114.97,3.36,0.20(FY:079-080),#ValueFiscal Year1.(FY: 074-075)2.1:4(FY: 072-073),3.80(FY:079-080),,13546.0,2005935000.0
GUFL,860.0,-0.41,930.0,783.1,846.3,190766.0,/CompanyDetail.aspx?symbol=GUFL,Finance,8679938.0,860.0,2024/03/19 02:59:59,930.00-454.00,561.71,576.06,68.79,28.02,30.69,161.15,5.34,,#ValueFiscal Year1.2:1(FY: 073-074),7.00(FY:071-072),2:1(FY:073-074),108978.0,7464746680.0
GVL,440.0,-0.38,445.0,433.0,433.0,4044.0,/CompanyDetail.aspx?symbol=GVL,Hydro Power,31250000.0,440.0,2024/03/19 02:59:18,498.00-299.90,405.86,424.97,-5.19,13.02,33.79,116.74,3.77,,#ValueFiscal Year,,,9794.0,13750000000.0
GWFD83,1144.0,1.24,1144.0,1140.0,1140.0,70.0,/CompanyDetail.aspx?symbol=GWFD83,Corporate Debenture,,1144.0,2024/03/19 02:24:03,"1,147.50-1,005.00",1085.34,1093.38,14.4,0.0,0.0,0.0,1144.0,,#ValueFiscal Year,,,130.0,0.0
H8020,8.93,1.25,8.93,8.55,8.7,2000.0,/CompanyDetail.aspx?symbol=H8020,Mutual Fund,100000000.0,8.93,2024/03/19 02:53:27,10.10-8.30,8.87,8.87,0.0,0.0,0.0,0.0,8.93,,#ValueFiscal Year,,,15202.0,893000000.0
HATHY,875.0,-1.57,906.7,873.0,906.7,23579.0,/CompanyDetail.aspx?symbol=HATHY,Investment,12870000.0,875.0,2024/03/19 02:59:57,"1,123.00-279.50",731.49,811.02,0.0,-0.92,-951.09,160.73,5.44,,#ValueFiscal Year1.9.779(FY: 072-073),,9.779(FY:072-073),47222.0,11261250000.0
HBL,195.9,-0.96,199.0,192.2,198.0,13519.0,/CompanyDetail.aspx?symbol=HBL,Commercial Banks,216566156.3,195.9,2024/03/19 02:59:08,243.10-184.00,201.04,200.85,-16.99,13.89,14.1,162.17,1.21,,#ValueFiscal Year1.7:1(FY: 071-072),,7:1(FY:071-072),32373.0,42425310019.17
HBLD83,1025.0,0.69,1025.0,1025.0,1025.0,10.0,/CompanyDetail.aspx?symbol=HBLD83,Corporate Debenture,,1025.0,2024/03/19 11:56:13,"1,081.60-971.00",1000.43,1000.43,-5.36,0.0,0.0,0.0,1025.0,,#ValueFiscal Year,,,130.0,0.0
HDHPC,140.5,-0.99,144.3,139.4,143.0,132495.0,/CompanyDetail.aspx?symbol=HDHPC,Hydro Power,28000000.0,140.5,2024/03/19 02:59:52,233.40-116.00,137.33,141.33,-37.44,-8.18,-17.18,74.24,1.89,,#ValueFiscal Year1.1:0.75(FY: 079-080),,1:0.75(FY:079-080),120391.0,3934000000.0
HDL,1569.0,-0.7,1605.0,1565.1,1580.0,17662.0,/CompanyDetail.aspx?symbol=HDL,Manufacturing And Processing,26725233.15,1569.0,2024/03/19 02:59:59,"2,510.00-1,441.00",1713.31,1646.62,-20.56,12.25,128.08,118.02,13.29,15.00(FY:079-080),#ValueFiscal Year,10.00(FY:079-080),,30260.0,41931890812.35
HEI,598.0,-0.5,605.0,596.3,602.0,16469.0,/CompanyDetail.aspx?symbol=HEI,Non-Life Insurance,25001574.71,598.0,2024/03/19 02:59:53,705.00-404.90,570.38,589.96,45.04,12.23,48.9,178.04,3.36,,#ValueFiscal Year,,,19227.0,14950941676.58
HHL,337.9,-0.03,347.8,335.0,336.0,36327.0,/CompanyDetail.aspx?symbol=HHL,Hydro Power,10950000.0,337.9,2024/03/19 02:59:33,387.00-170.30,278.31,304.58,10.82,-1.58,-213.86,73.41,4.6,,#ValueFiscal Year,,,25363.0,3700005000.0
HIDCL,177.3,0.17,180.5,177.0,177.0,27194.0,/CompanyDetail.aspx?symbol=HIDCL,Investment,227757990.0,177.3,2024/03/19 02:59:33,212.00-154.00,175.33,179.01,-9.54,6.61,26.82,108.3,1.64,,#ValueFiscal Year1.1:1(FY: 078-079)2.1:1(FY: 074-075),,1:1(FY:078-079),52792.0,40381491627.0
HIDCLP,103.1,0.29,103.8,101.0,103.8,41399.0,/CompanyDetail.aspx?symbol=HIDCLP,Promotor Share,,103.1,2024/03/19 02:58:37,118.00-96.60,101.42,102.4,1.58,0.0,0.0,0.0,103.1,,#ValueFiscal Year,,,47805.0,0.0
HLBSL,705.1,8.48,711.0,650.0,650.0,48698.0,/CompanyDetail.aspx?symbol=HLBSL,Microfinance,3198182.0,705.1,2024/03/19 02:59:58,805.00-519.10,603.29,593.86,0.0,3.29,214.32,145.17,4.86,,#ValueFiscal Year1.1:1(FY: 077-078),11.00(FY:078-079),1:1(FY:077-078),7715.0,2255038128.2
HLI,414.1,-1.17,424.9,414.1,419.0,87878.0,/CompanyDetail.aspx?symbol=HLI,Life Insurance,80203836.02,414.1,2024/03/19 02:59:47,574.00-350.00,411.47,414.88,0.0,0.0,0.0,115.75,3.58,,#ValueFiscal Year,,,74662.0,33212408495.88
