Symbol,LTP,% Change,Open,High,Low,Qty.,link,Sector,Shares Outstanding,Market Price,Last Traded On,52 Weeks High - Low,180 Day Average,120 Day Average,1 Year Yield,EPS,P/E Ratio,Book Value,PBV,% Dividend,#,% Bonus,Right Share,30-Day Avg Volume,Market Capitalization
EBLD85,1030.0,0.0,1030.0,1030.0,1030.0,25.0,/CompanyDetail.aspx?symbol=EBLD85,Corporate Debenture,2000000.0,1030.0,2024/03/14 12:23:13,"1,053.60-976.10",1010.03,1010.03,0.0,0.0,0.0,0.0,1030.0,,#ValueFiscal Year,,,153.0,2060000000.0
EBLD86,894.0,-0.86,894.0,894.0,894.0,25.0,/CompanyDetail.aspx?symbol=EBLD86,Corporate Debenture,2000000.0,894.0,2024/03/14 11:50:23,920.00-750.00,846.13,861.7,17.63,0.0,0.0,0.0,894.0,,#ValueFiscal Year,,,113.0,1788000000.0
EDBL,358.8,-1.16,388.0,355.7,360.0,7134.0,/CompanyDetail.aspx?symbol=EDBL,Development Bank Limited,12496944.7,358.8,2024/03/14 02:59:36,399.70-266.40,334.39,342.13,10.74,-11.19,-32.06,152.08,2.36,,#ValueFiscal Year1.10:3(FY: 078-079)2.55(FY: 074-075)3.2:1(FY: 073-074)4.(FY: 073-074)5.2:1(FY: 072-073)6.(FY: 072-073)7.4:1.0370(FY: 071-072)8.1:0.35(FY: 069-070),8.50(FY:077-078),10:3(FY:078-079),11066.0,4483903758.36
EHPL,442.0,-0.67,472.0,439.0,453.9,4697.0,/CompanyDetail.aspx?symbol=EHPL,Hydro Power,6200000.0,442.0,2024/03/14 02:59:57,500.00-273.00,383.99,405.04,-1.52,4.44,99.55,75.96,5.82,,#ValueFiscal Year,,,7609.0,2740400000.0
ENL,789.0,-1.95,804.0,780.1,800.0,1754.0,/CompanyDetail.aspx?symbol=ENL,Investment,5556000.0,789.0,2024/03/14 02:59:56,"1,060.00-572.00",828.52,820.56,18.24,1.76,448.3,105.76,7.46,,#ValueFiscal Year,,,3014.0,4383684000.0
FMDBL,612.0,-3.47,633.5,610.0,630.0,11272.0,/CompanyDetail.aspx?symbol=FMDBL,Microfinance,12338269.03,612.0,2024/03/14 02:59:59,781.00-497.20,623.56,617.11,8.7,13.76,44.48,128.22,4.77,,#ValueFiscal Year1.(FY: 073-074)2.2:1(FY: 073-074)3.1:1(FY: 071-072)4.(FY: 070-071),,2:1(FY:073-074),10012.0,7551020646.36
FOWAD,1097.0,-2.05,1128.0,1087.9,1101.0,6102.0,/CompanyDetail.aspx?symbol=FOWAD,Microfinance,10555637.34,1097.0,2024/03/14 02:59:38,"1,493.00-974.00",1127.75,1082.35,-18.46,-4.9,-223.88,256.01,4.28,,#ValueFiscal Year,25.00(FY:078-079),,4182.0,11579534161.98
GBBD85,915.0,0.55,915.0,906.2,906.2,470.0,/CompanyDetail.aspx?symbol=GBBD85,Corporate Debenture,1000000.0,915.0,2024/03/14 12:41:04,"1,000.00-768.10",874.75,886.17,14.38,0.0,0.0,0.0,915.0,,#ValueFiscal Year,,,104.0,915000000.0
GBBL,370.0,-1.62,381.0,364.4,381.0,45078.0,/CompanyDetail.aspx?symbol=GBBL,Development Bank Limited,56805173.3,370.0,2024/03/14 02:59:16,432.40-336.00,377.86,379.57,3.93,18.05,20.5,145.43,2.54,,#ValueFiscal Year1.(FY: 072-073)2.(FY: 070-071)3.10:3(FY: 069-070)4.(FY: 068-069),,,31669.0,21017914121.0
GBILD86/87,900.2,-0.31,900.2,900.2,900.2,25.0,/CompanyDetail.aspx?symbol=GBILD86/87,Corporate Debenture,3000000.0,900.2,2024/03/14 11:05:11,917.50-743.90,849.31,863.9,18.59,0.0,0.0,0.0,900.2,,#ValueFiscal Year,,,40.0,2700600000.0
GBIME,193.5,-0.26,194.8,192.0,192.0,73019.0,/CompanyDetail.aspx?symbol=GBIME,Commercial Banks,361287700.0,193.5,2024/03/14 02:59:59,241.90-176.00,199.83,197.46,3.81,11.31,17.11,157.4,1.23,,#ValueFiscal Year,,,54827.0,69909169950.0
GBLBS,590.0,-1.67,606.9,581.0,590.0,14015.0,/CompanyDetail.aspx?symbol=GBLBS,Microfinance,9825000.0,590.0,2024/03/14 02:59:53,673.00-427.00,522.8,535.01,19.19,19.73,29.9,100.0,5.9,,#ValueFiscal Year1.1:0.5(FY: 075-076),,1:0.5(FY:075-076),5614.0,5796750000.0
GCIL,557.0,0.54,561.1,546.0,547.2,173106.0,/CompanyDetail.aspx?symbol=GCIL,Manufacturing And Processing,45676857.0,557.0,2024/03/14 02:59:57,614.00-363.10,478.21,496.72,0.0,-18.32,-30.4,225.45,2.47,,#ValueFiscal Year,15.00(FY:079-080),,91907.0,25442009349.0
GFCL,464.0,0.0,473.2,456.1,470.9,24787.0,/CompanyDetail.aspx?symbol=GFCL,Finance,9461152.0,464.0,2024/03/14 02:59:59,530.00-375.00,431.24,436.37,-1.07,4.84,95.87,174.18,2.66,,#ValueFiscal Year1.10:6(FY: 073-074)2.(FY: 072-073)3.(FY: 071-072),,10:6(FY:073-074),14741.0,4389974528.0
GHL,168.7,2.55,178.0,163.0,163.0,443832.0,/CompanyDetail.aspx?symbol=GHL,Hydro Power,16500000.0,168.7,2024/03/14 02:59:53,286.00-120.00,164.44,160.01,-38.23,-2.26,-74.65,88.94,1.9,,#ValueFiscal Year1.(FY: 080-081),,,141365.0,2783550000.0
GIBF1,8.45,0.48,8.45,8.13,8.25,4010.0,/CompanyDetail.aspx?symbol=GIBF1,Mutual Fund,102576360.0,8.45,2024/03/14 02:59:50,9.70-7.20,8.17,8.17,8.89,0.0,0.0,0.0,8.45,5.00(FY:079-080),#ValueFiscal Year,,,11304.0,866770242.0
GILB,869.0,-1.8,884.0,853.0,868.0,2153.0,/CompanyDetail.aspx?symbol=GILB,Microfinance,6189000.45,869.0,2024/03/14 02:55:05,"1,110.70-665.10",848.42,840.26,12.27,15.46,56.21,181.09,4.8,,#ValueFiscal Year1.1:1(FY: 076-077)2.(FY: 074-075)3.2:1(FY: 073-074),,1:1(FY:076-077),2906.0,5378241391.05
GLBSL,1224.0,9.92,1224.8,1080.0,1100.0,5047.0,/CompanyDetail.aspx?symbol=GLBSL,Microfinance,1014000.0,1224.0,2024/03/14 02:59:57,"1,224.80-589.10",775.18,815.59,74.86,15.24,80.31,129.67,9.44,,#ValueFiscal Year,4.00(FY:078-079),,1586.0,1241136000.0
GLH,234.0,0.86,240.0,229.2,232.0,66742.0,/CompanyDetail.aspx?symbol=GLH,Hydro Power,18000000.0,234.0,2024/03/14 02:59:52,318.00-194.60,229.28,233.42,-22.52,-1.09,-214.68,80.33,2.91,,#ValueFiscal Year,,,47566.0,4212000000.0
GMFBS,940.0,-2.08,957.0,903.6,940.8,1302.0,/CompanyDetail.aspx?symbol=GMFBS,Microfinance,1515545.33,940.0,2024/03/14 02:44:10,960.00-641.00,765.96,792.71,30.36,14.18,66.29,146.74,6.41,1.00(FY:077-078),#ValueFiscal Year,19.00(FY:077-078),,1379.0,1424612605.5
GMFIL,370.9,0.76,380.0,361.2,373.0,15513.0,/CompanyDetail.aspx?symbol=GMFIL,Finance,10121760.0,370.9,2024/03/14 02:59:46,427.00-277.00,351.59,355.33,13.11,-13.24,-28.01,140.06,2.65,,#ValueFiscal Year1.10:4(FY: 074-075)2.2:1(FY: 073-074)3.(FY: 073-074)4.(FY: 071-072),,10:4(FY:074-075),11891.0,3754160784.0
GRDBL,367.1,-1.05,374.0,366.0,366.0,10569.0,/CompanyDetail.aspx?symbol=GRDBL,Development Bank Limited,5190000.0,367.1,2024/03/14 02:59:58,393.60-0.00,328.92,337.58,37.23,4.86,75.53,114.97,3.19,0.20(FY:079-080),#ValueFiscal Year1.(FY: 074-075)2.1:4(FY: 072-073),3.80(FY:079-080),,10870.0,1905249000.0
GUFL,750.0,-0.66,830.0,728.0,755.0,168293.0,/CompanyDetail.aspx?symbol=GUFL,Finance,8679938.0,750.0,2024/03/14 02:59:58,830.00-454.00,552.91,566.05,45.07,28.02,26.77,161.15,4.65,,#ValueFiscal Year1.2:1(FY: 073-074),7.00(FY:071-072),2:1(FY:073-074),93682.0,6509953500.0
GVL,443.5,-0.98,447.6,434.0,439.0,4334.0,/CompanyDetail.aspx?symbol=GVL,Hydro Power,31250000.0,443.5,2024/03/14 02:59:58,498.00-299.90,403.14,424.38,-0.34,13.02,34.06,116.74,3.8,,#ValueFiscal Year,,,13559.0,13859375000.0
H8020,9.03,1.92,9.21,8.8,8.8,2000.0,/CompanyDetail.aspx?symbol=H8020,Mutual Fund,100000000.0,9.03,2024/03/14 02:57:38,10.10-8.30,8.88,8.88,0.0,0.0,0.0,0.0,9.03,,#ValueFiscal Year,,,24163.0,903000000.0
HATHY,897.5,-1.16,926.1,895.0,926.1,48771.0,/CompanyDetail.aspx?symbol=HATHY,Investment,12870000.0,897.5,2024/03/14 02:59:59,"1,123.00-279.50",726.52,808.1,0.0,-0.92,-975.54,160.73,5.58,,#ValueFiscal Year1.9.779(FY: 072-073),,9.779(FY:072-073),50478.0,11550825000.0
HBL,193.7,-1.32,198.9,193.0,197.0,9785.0,/CompanyDetail.aspx?symbol=HBL,Commercial Banks,216566156.3,193.7,2024/03/14 02:59:20,243.10-184.00,201.26,201.05,-16.58,13.89,13.95,162.17,1.19,,#ValueFiscal Year1.7:1(FY: 071-072),,7:1(FY:071-072),36025.0,41948864475.31
HBLD86,1017.9,1.99,1017.9,1017.9,1017.9,25.0,/CompanyDetail.aspx?symbol=HBLD86,Corporate Debenture,2500000.0,1017.9,2024/03/14 02:59:10,"1,017.90-938.00",974.68,974.68,0.0,0.0,0.0,0.0,1017.9,,#ValueFiscal Year,,,42.0,2544750000.0
HDHPC,144.3,-1.03,147.9,143.0,145.0,91044.0,/CompanyDetail.aspx?symbol=HDHPC,Hydro Power,28000000.0,144.3,2024/03/14 02:59:59,233.40-116.00,136.71,141.32,-35.87,-8.18,-17.64,74.24,1.94,,#ValueFiscal Year1.1:0.75(FY: 079-080),,1:0.75(FY:079-080),131533.0,4040400000.0
HDL,1617.0,-2.41,1678.0,1616.2,1675.0,41612.0,/CompanyDetail.aspx?symbol=HDL,Manufacturing And Processing,26725233.15,1617.0,2024/03/14 02:59:55,"2,510.00-1,441.00",1723.34,1649.11,-21.73,12.25,132.0,118.02,13.7,15.00(FY:079-080),#ValueFiscal Year,10.00(FY:079-080),,32320.0,43214702003.55
HEI,595.0,-2.3,610.1,590.0,610.0,27261.0,/CompanyDetail.aspx?symbol=HEI,Non-Life Insurance,25001574.71,595.0,2024/03/14 02:59:53,705.00-400.60,569.36,589.61,40.33,12.23,48.65,178.04,3.34,,#ValueFiscal Year,,,17059.0,14875936952.45
HEIP,365.0,1.9,365.0,351.1,352.2,1186.0,/CompanyDetail.aspx?symbol=HEIP,Promotor Share,,365.0,2024/03/14 02:59:59,486.90-245.50,386.28,382.71,39.85,0.0,0.0,0.0,365.0,,#ValueFiscal Year,,,1197.0,0.0
HHL,327.0,-2.24,335.0,325.4,328.0,12029.0,/CompanyDetail.aspx?symbol=HHL,Hydro Power,10950000.0,327.0,2024/03/14 02:59:59,387.00-170.30,274.49,303.51,7.57,-1.58,-206.96,73.41,4.45,,#ValueFiscal Year,,,28436.0,3580650000.0
HIDCL,179.0,-1.7,183.5,179.0,181.6,73327.0,/CompanyDetail.aspx?symbol=HIDCL,Investment,227757990.0,179.0,2024/03/14 02:59:58,212.00-154.00,175.02,179.04,-7.97,6.61,27.08,108.3,1.65,,#ValueFiscal Year1.1:1(FY: 078-079)2.1:1(FY: 074-075),,1:1(FY:078-079),56670.0,40768680210.0
HIDCLP,102.7,-1.15,104.2,102.0,102.0,56956.0,/CompanyDetail.aspx?symbol=HIDCLP,Promotor Share,,102.7,2024/03/14 02:59:58,118.00-96.60,101.3,102.37,1.08,0.0,0.0,0.0,102.7,,#ValueFiscal Year,,,47631.0,0.0
HLBSL,633.0,-0.63,642.0,613.5,626.0,15121.0,/CompanyDetail.aspx?symbol=HLBSL,Microfinance,3198182.0,633.0,2024/03/14 02:59:59,805.00-519.10,601.96,591.22,0.0,3.29,192.4,145.17,4.36,,#ValueFiscal Year1.1:1(FY: 077-078),11.00(FY:078-079),1:1(FY:077-078),4425.0,2024449206.0
