Symbol,LTP,% Change,Open,High,Low,Qty.,link,Sector,Shares Outstanding,Market Price,Last Traded On,52 Weeks High - Low,180 Day Average,120 Day Average,1 Year Yield,EPS,P/E Ratio,Book Value,PBV,% Dividend,#,% Bonus,Right Share,30-Day Avg Volume,Market Capitalization
BNL,16011.0,-1.98,16012.0,16011.0,16012.0,20.0,/CompanyDetail.aspx?symbol=BNL,Manufacturing And Processing,1948890.0,16011.0,2025/01/05 01:58:25,"23,765.60-6,360.20",17262.21,16770.69,156.77,173.19,92.45,3423.52,4.68,,#ValueFiscal Year,,,35.0,31203677790.0
BNT,13245.2,-5.36,13715.1,13245.2,13715.1,229.0,/CompanyDetail.aspx?symbol=BNT,Manufacturing And Processing,1210000.0,13245.2,2025/01/05 02:59:31,"18,100.00-11,700.00",14704.19,14365.12,7.25,270.43,48.98,3520.4,3.76,,#ValueFiscal Year,,,424.0,16026692000.0
BOKD86,1059.0,-0.84,1080.0,1050.0,1050.0,115.0,/CompanyDetail.aspx?symbol=BOKD86,Corporate Debenture,1600000.0,1059.0,2025/01/05 01:20:53,"1,080.00-822.10",1017.64,1034.16,22.81,0.0,0.0,0.0,1059.0,,#ValueFiscal Year,,,106.0,1694400000.0
BOKD86KA,1198.5,6.53,1198.5,1125.0,1125.0,235.0,/CompanyDetail.aspx?symbol=BOKD86KA,Corporate Debenture,1100000.0,1198.5,2025/01/05 12:11:54,"1,198.50-1,000.00",1086.6,1117.61,0.0,0.0,0.0,0.0,1198.5,,#ValueFiscal Year,,,83.0,1318350000.0
BPCL,396.0,-1.61,409.0,394.0,409.0,10505.0,/CompanyDetail.aspx?symbol=BPCL,Hydro Power,34090650.0,396.0,2025/01/05 02:59:29,536.50-284.40,426.09,433.83,32.22,7.75,51.1,208.5,1.9,5.00(FY:080-081),#ValueFiscal Year1.(FY: 070-071)2.3:2(FY: 070-071),5.00(FY:078-079),,22991.0,13499897400.0
C30MF,9.11,-3.5,9.26,9.11,9.26,16420.0,/CompanyDetail.aspx?symbol=C30MF,Mutual Fund,75072390.0,9.11,2025/01/05 02:55:21,10.92-8.11,9.77,9.69,5.07,0.0,0.0,0.0,0.0,10.00(FY:080-081),#ValueFiscal Year,,,24476.0,683909472.9
CBBL,848.1,-0.22,850.1,838.0,841.0,11344.0,/CompanyDetail.aspx?symbol=CBBL,Microfinance,32153458.68,848.1,2025/01/05 02:59:54,"1,155.00-800.00",974.46,953.88,-0.69,29.54,28.71,245.36,3.46,,#ValueFiscal Year,,,10628.0,27269348306.51
CBLD88,1177.0,2.97,1200.0,1154.0,1165.0,745.0,/CompanyDetail.aspx?symbol=CBLD88,Corporate Debenture,3000000.0,1177.0,2025/01/05 02:26:33,"1,200.00-941.00",1101.04,1119.87,18.4,0.0,0.0,0.0,1177.0,,#ValueFiscal Year,,,162.0,3531000000.0
CCBD88,1181.0,3.41,1205.0,1142.1,1142.1,900.0,/CompanyDetail.aspx?symbol=CCBD88,Corporate Debenture,2200000.0,1181.0,2025/01/05 12:32:24,"1,220.00-952.00",1121.93,1135.89,18.01,0.0,0.0,0.0,1181.0,,#ValueFiscal Year,,,410.0,2598200000.0
CFCL,580.0,1.68,584.8,570.9,571.0,38425.0,/CompanyDetail.aspx?symbol=CFCL,Finance,9488754.59,580.0,2025/01/05 02:59:59,820.00-318.00,635.98,631.33,67.78,20.87,27.79,133.8,4.33,,#ValueFiscal Year1.2:1(FY: 074-075),,2:1(FY:074-075),38982.0,5503477662.2
CGH,902.0,1.65,904.0,880.0,890.0,11438.0,/CompanyDetail.aspx?symbol=CGH,Hotels And Tourism,15340910.0,902.0,2025/01/05 02:59:33,"1,360.00-760.00",992.25,931.59,-5.66,6.66,135.44,97.06,9.29,,#ValueFiscal Year,,,16308.0,13837500820.0
CHCL,509.0,-0.25,519.8,502.7,519.8,27092.0,/CompanyDetail.aspx?symbol=CHCL,Hydro Power,87823969.2,509.0,2025/01/05 02:59:52,697.00-426.30,573.67,568.57,2.0,9.55,53.3,136.26,3.74,,#ValueFiscal Year,,,36147.0,44702400322.8
CHDC,1580.0,0.06,1607.0,1560.0,1607.0,17297.0,/CompanyDetail.aspx?symbol=CHDC,Investment,10342370.6,1580.0,2025/01/05 02:59:58,"2,370.00-627.00",1686.09,1724.15,39.82,35.11,45.0,147.0,10.75,0.58(FY:078-079),#ValueFiscal Year1.100:30(FY: 072-073),11.00(FY:080-081),100:30(FY:072-073),24706.0,16340945548.0
CHL,404.0,2.28,404.9,395.0,402.8,14677.0,/CompanyDetail.aspx?symbol=CHL,Hydro Power,3869775.0,404.0,2025/01/05 02:59:53,447.00-248.00,373.88,373.45,59.68,-0.09,-4488.89,64.24,6.29,0.26(FY:076-077),#ValueFiscal Year1.10:3(FY: 078-079),5.00(FY:076-077),10:3(FY:078-079),35084.0,1563389100.0
CIT,2110.0,0.52,2115.0,2099.0,2105.0,34369.0,/CompanyDetail.aspx?symbol=CIT,Investment,60576750.0,2110.0,2025/01/05 02:59:53,"2,700.00-1,887.00",2215.38,2183.98,-3.43,19.87,106.19,402.78,5.24,,#ValueFiscal Year1.100:82.84(FY: 077-078),,100:82.84(FY:077-078),13378.0,127816942500.0
CITY,875.1,-0.78,887.7,867.0,867.0,7943.0,/CompanyDetail.aspx?symbol=CITY,Hotels And Tourism,16740000.0,875.1,2025/01/05 02:59:58,"1,168.50-559.00",878.41,867.69,29.84,-13.45,-65.06,90.49,9.67,,#ValueFiscal Year,,,9792.0,14649174000.0
CIZBD90,1205.0,5.24,1205.0,1145.0,1145.0,350.0,/CompanyDetail.aspx?symbol=CIZBD90,Others,,1205.0,2025/01/05 11:15:45,"1,205.00-1,000.00",1081.0,1112.32,0.0,0.0,0.0,0.0,1205.0,,#ValueFiscal Year,,,160.0,0.0
CKHL,750.0,0.0,775.0,749.8,759.9,27006.0,/CompanyDetail.aspx?symbol=CKHL,Hydro Power,4000000.0,750.0,2025/01/05 02:59:58,800.00-480.50,674.98,677.18,27.29,13.25,56.6,98.7,7.6,,#ValueFiscal Year,,,19571.0,3000000000.0
CLI,685.0,0.66,690.0,671.8,671.8,34787.0,/CompanyDetail.aspx?symbol=CLI,Life Insurance,39375000.0,685.0,2025/01/05 02:59:57,731.00-418.50,650.64,662.96,41.97,13.3,51.5,180.13,3.8,,#ValueFiscal Year,,,32139.0,26971875000.0
CMF1,10.53,1.84,10.53,10.53,10.53,200.0,/CompanyDetail.aspx?symbol=CMF1,Mutual Fund,82000000.0,10.53,2025/01/05 02:10:31,11.22-8.05,10.45,10.57,28.1,0.0,0.0,0.0,0.0,9.00(FY:080-081),#ValueFiscal Year,,,38876.0,863460000.0
CMF2,9.5,1.6,9.5,9.31,9.31,1399.0,/CompanyDetail.aspx?symbol=CMF2,Mutual Fund,56000000.0,9.5,2025/01/05 02:31:44,10.68-7.44,9.64,9.56,18.01,0.0,0.0,0.0,0.0,6.50(FY:080-081),#ValueFiscal Year,,,6776.0,532000000.0
CORBL,1669.0,5.63,1723.8,1611.6,1611.6,31528.0,/CompanyDetail.aspx?symbol=CORBL,Development Bank Limited,5250000.0,1669.0,2025/01/05 02:59:59,"1,920.00-348.00",1019.91,1186.42,359.78,1.65,1011.52,143.74,11.61,,#ValueFiscal Year1.1:1.5(FY: 078-079),,(FY:1:1.5),15883.0,8762250000.0
CYCL,1578.0,-0.22,1610.0,1550.0,1560.0,4262.0,/CompanyDetail.aspx?symbol=CYCL,Microfinance,2664243.9,1578.0,2025/01/05 02:59:58,"1,923.90-1,007.10",1594.76,1612.28,50.14,-11.98,-131.72,219.27,7.2,,#ValueFiscal Year,,,5774.0,4204176874.2
CZBIL,216.0,-1.82,220.0,214.3,216.0,34921.0,/CompanyDetail.aspx?symbol=CZBIL,Commercial Banks,147690129.7,216.0,2025/01/05 02:59:52,296.00-152.50,234.28,232.23,24.86,5.37,40.22,151.55,1.43,0.21(FY:080-081),#ValueFiscal Year1.10:2.5(FY: 072-073)2.10:5.50(FY: 071-072),4.00(FY:080-081),10:2.5(FY:072-073),61956.0,31901068015.2
DDBL,782.0,-0.38,785.0,762.0,775.0,47834.0,/CompanyDetail.aspx?symbol=DDBL,Microfinance,18682856.93,782.0,2025/01/05 02:58:21,"1,099.00-670.00",932.9,905.27,4.95,14.56,53.71,207.42,3.77,,#ValueFiscal Year1.1:1(FY: 073-074)2.(FY: 071-072),,1:1(FY:073-074),9164.0,14609994119.26
DHPL,294.0,1.38,295.5,284.0,295.5,24805.0,/CompanyDetail.aspx?symbol=DHPL,Hydro Power,2640000.0,294.0,2025/01/05 02:59:46,350.00-178.00,260.75,267.24,58.06,10.58,27.79,-10.18,-28.88,,#ValueFiscal Year,,,48647.0,776160000.0
DLBS,1665.0,2.01,1693.0,1616.0,1632.0,4179.0,/CompanyDetail.aspx?symbol=DLBS,Microfinance,1331000.0,1665.0,2025/01/05 02:59:37,"1,870.00-751.00",1449.62,1508.02,80.37,-37.47,-44.44,140.1,11.88,,#ValueFiscal Year,,,4501.0,2216115000.0
DOLTI,777.0,9.44,780.0,701.0,705.0,119909.0,/CompanyDetail.aspx?symbol=DOLTI,Hydro Power,5364860.0,777.0,2025/01/05 02:59:59,780.00-295.90,577.36,595.83,154.75,9.16,84.83,65.72,11.82,,#ValueFiscal Year,,,67547.0,4168496220.0
DORDI,580.8,10.0,580.8,520.0,520.0,119252.0,/CompanyDetail.aspx?symbol=DORDI,Hydro Power,10542604.0,580.8,2025/01/05 02:59:54,580.80-308.00,480.68,478.11,84.97,6.55,88.67,101.68,5.71,,#ValueFiscal Year,,,50104.0,6123144403.2
EBL,580.0,0.35,581.4,570.0,570.0,14606.0,/CompanyDetail.aspx?symbol=EBL,Commercial Banks,129446944.0,580.0,2025/01/05 02:59:57,790.00-487.30,632.96,614.01,14.33,28.59,20.29,223.69,2.59,,#ValueFiscal Year,,,23856.0,75079227520.0
EBLD85,1167.9,2.0,1167.9,1145.0,1145.0,183.0,/CompanyDetail.aspx?symbol=EBLD85,Corporate Debenture,2000000.0,1167.9,2025/01/05 01:15:13,"1,167.90-987.00",1108.63,1120.87,15.06,0.0,0.0,0.0,1167.9,,#ValueFiscal Year,,,62.0,2335800000.0
EBLD86,1070.0,0.29,1070.0,1060.0,1070.0,1219.0,/CompanyDetail.aspx?symbol=EBLD86,Corporate Debenture,2000000.0,1070.0,2025/01/05 02:02:53,"1,080.00-820.00",1013.93,1033.27,23.84,0.0,0.0,0.0,1070.0,,#ValueFiscal Year,,,210.0,2140000000.0
EDBL,571.0,-1.57,584.0,569.0,580.0,21074.0,/CompanyDetail.aspx?symbol=EDBL,Development Bank Limited,12496944.7,571.0,2025/01/05 02:59:18,774.00-325.00,612.25,652.31,72.35,-39.37,-14.5,156.54,3.65,,#ValueFiscal Year1.10:3(FY: 078-079)2.55(FY: 074-075)3.2:1(FY: 073-074)4.(FY: 073-074)5.2:1(FY: 072-073)6.(FY: 072-073)7.4:1.0370(FY: 071-072)8.1:0.35(FY: 069-070),,10:3(FY:078-079),56746.0,7135755423.7
EHPL,774.0,1.84,790.0,746.0,746.0,9085.0,/CompanyDetail.aspx?symbol=EHPL,Hydro Power,6200000.0,774.0,2025/01/05 02:59:59,997.00-374.00,721.72,790.28,94.47,10.38,74.57,74.15,10.44,,#ValueFiscal Year,,,8392.0,4798800000.0
ENL,1186.7,0.82,1193.0,1146.6,1170.0,2575.0,/CompanyDetail.aspx?symbol=ENL,Investment,5556000.0,1186.7,2025/01/05 02:59:56,"1,453.50-728.00",1209.08,1192.33,38.8,0.48,2472.29,111.56,10.64,,#ValueFiscal Year,,,6812.0,6593305200.0
FMDBL,731.0,-0.41,740.0,724.0,740.0,18946.0,/CompanyDetail.aspx?symbol=FMDBL,Microfinance,13448713.21,731.0,2025/01/05 02:59:15,"1,004.00-565.00",789.11,770.38,22.04,9.24,79.11,132.4,5.52,,#ValueFiscal Year1.(FY: 073-074)2.2:1(FY: 073-074)3.1:1(FY: 071-072)4.(FY: 070-071),,,31352.0,9831009356.51
FOWAD,1231.1,-1.28,1253.0,1227.0,1247.0,1771.0,/CompanyDetail.aspx?symbol=FOWAD,Microfinance,11959537.06,1231.1,2025/01/05 02:59:12,"1,739.00-976.00",1457.54,1412.4,12.43,13.92,88.44,267.32,4.61,,#ValueFiscal Year,,,2496.0,14723386074.57
GBBD85,1090.3,4.13,1090.3,1056.0,1056.0,939.0,/CompanyDetail.aspx?symbol=GBBD85,Corporate Debenture,1000000.0,1090.3,2025/01/05 02:54:48,"1,090.30-843.00",1019.41,1034.64,25.76,0.0,0.0,0.0,1090.3,,#ValueFiscal Year,,,185.0,1090300000.0
GBBL,393.9,-0.18,398.0,390.5,391.0,25082.0,/CompanyDetail.aspx?symbol=GBBL,Development Bank Limited,56805173.28,393.9,2025/01/05 02:59:59,531.40-350.00,444.15,440.73,7.33,15.9,24.77,162.07,2.43,,#ValueFiscal Year1.(FY: 072-073)2.(FY: 070-071)3.10:3(FY: 069-070)4.(FY: 068-069),,,31718.0,22375557754.99
GBBLPO,205.0,0.0,205.0,205.0,205.0,43000.0,/CompanyDetail.aspx?symbol=GBBLPO,Promotor Share,,205.0,2025/01/05 02:29:35,205.00-205.00,205.0,205.0,-0.49,0.0,0.0,0.0,205.0,1.05(FY:070-071),#ValueFiscal Year,20.00(FY:071-072),,43000.0,0.0
GBILD84/85,1180.8,2.0,1180.8,1134.6,1134.6,306.0,/CompanyDetail.aspx?symbol=GBILD84/85,Corporate Debenture,5000000.0,1180.8,2025/01/05 11:52:29,"1,220.00-1,000.00",1151.23,1150.73,0.0,0.0,0.0,0.0,1180.8,,#ValueFiscal Year,,,244.0,5904000000.0
GBILD86/87,1054.0,-1.03,1083.0,1054.0,1065.0,1013.0,/CompanyDetail.aspx?symbol=GBILD86/87,Corporate Debenture,3000000.0,1054.0,2025/01/05 02:15:22,"1,083.00-819.30",1014.62,1031.0,22.42,0.0,0.0,0.0,1054.0,,#ValueFiscal Year,,,487.0,3162000000.0
GBIME,222.2,-0.67,225.0,222.2,224.0,83950.0,/CompanyDetail.aspx?symbol=GBIME,Commercial Banks,381158523.5,222.2,2025/01/05 02:59:44,302.00-170.00,241.43,241.67,10.0,15.87,14.0,170.34,1.3,,#ValueFiscal Year,5.50(FY:080-081),,105869.0,84693423921.7
GBLBS,764.0,1.46,767.9,753.6,767.9,2637.0,/CompanyDetail.aspx?symbol=GBLBS,Microfinance,9825000.0,764.0,2025/01/05 02:59:57,979.50-517.20,801.97,773.5,41.85,35.8,21.34,254.88,3.0,,#ValueFiscal Year1.1:0.5(FY: 075-076),,1:0.5(FY:075-076),5481.0,7506300000.0
GCIL,490.0,-2.39,502.0,483.0,492.0,43934.0,/CompanyDetail.aspx?symbol=GCIL,Manufacturing And Processing,45676857.0,490.0,2025/01/05 02:59:55,668.00-446.30,514.73,494.56,-8.41,-44.99,-10.89,196.63,2.49,,#ValueFiscal Year,15.00(FY:079-080),,41448.0,22381659930.0
GFCL,799.9,0.13,814.0,793.3,814.0,41840.0,/CompanyDetail.aspx?symbol=GFCL,Finance,9461152.0,799.9,2025/01/05 02:59:54,"1,353.00-415.80",933.79,949.13,88.66,20.93,38.22,194.57,4.11,,#ValueFiscal Year1.10:6(FY: 073-074)2.(FY: 072-073)3.(FY: 071-072),,10:6(FY:073-074),48302.0,7567975484.8
GHL,203.5,1.24,204.0,202.0,203.0,46043.0,/CompanyDetail.aspx?symbol=GHL,Hydro Power,16500000.0,203.5,2025/01/05 02:56:55,283.00-141.00,216.95,217.52,31.29,1.81,112.43,98.91,2.06,,#ValueFiscal Year1.(FY: 080-081),,,64002.0,3357750000.0
GIBF1,10.14,1.5,10.15,9.63,9.8,23600.0,/CompanyDetail.aspx?symbol=GIBF1,Mutual Fund,102576360.0,10.14,2025/01/05 02:58:38,10.60-7.92,9.81,9.81,23.06,0.0,0.0,0.0,0.0,5.00(FY:080-081),#ValueFiscal Year,,,16020.0,1040124290.4
GILB,1155.0,0.0,1164.9,1131.9,1131.9,2445.0,/CompanyDetail.aspx?symbol=GILB,Microfinance,6189000.45,1155.0,2025/01/05 02:59:51,"1,815.00-750.00",1306.83,1261.5,40.0,26.16,44.15,187.8,6.15,,#ValueFiscal Year1.1:1(FY: 076-077)2.(FY: 074-075)3.2:1(FY: 073-074),,1:1(FY:076-077),2689.0,7148295519.75
GLBSL,2394.0,1.87,2397.0,2331.3,2333.0,4534.0,/CompanyDetail.aspx?symbol=GLBSL,Microfinance,1158495.0,2394.0,2025/01/05 02:59:57,"3,300.00-685.50",2002.09,2072.72,249.39,35.09,68.22,131.97,18.14,,#ValueFiscal Year,,,6856.0,2773437030.0
GLH,238.0,-0.04,238.9,233.6,237.7,22730.0,/CompanyDetail.aspx?symbol=GLH,Hydro Power,18000000.0,238.0,2025/01/05 02:59:34,336.00-196.00,257.36,251.81,-5.18,-1.29,-184.5,78.69,3.02,,#ValueFiscal Year,,,35860.0,4284000000.0
GMFBS,1768.0,0.91,1769.0,1750.1,1760.0,2009.0,/CompanyDetail.aspx?symbol=GMFBS,Microfinance,1515545.33,1768.0,2025/01/05 02:47:12,"2,327.00-702.00",1712.77,1664.9,146.93,2.73,647.62,124.62,14.19,1.00(FY:077-078),#ValueFiscal Year,19.00(FY:077-078),,6179.0,2679484134.6
GMFIL,519.9,-0.4,529.0,517.4,522.0,18358.0,/CompanyDetail.aspx?symbol=GMFIL,Finance,10121760.0,519.9,2025/01/05 02:59:54,759.00-333.00,608.26,610.49,44.42,-44.8,-11.6,132.22,3.93,,#ValueFiscal Year1.10:4(FY: 074-075)2.2:1(FY: 073-074)3.(FY: 073-074)4.(FY: 071-072),,10:4(FY:074-075),19874.0,5262303024.0
GRDBL,1015.0,1.69,1090.3,1015.0,1018.0,46264.0,/CompanyDetail.aspx?symbol=GRDBL,Development Bank Limited,5387220.0,1015.0,2025/01/05 02:59:53,"1,201.00-313.00",773.65,853.99,206.37,-11.64,-87.2,113.79,8.92,0.30(FY:080-081),#ValueFiscal Year1.(FY: 074-075)2.1:4(FY: 072-073),5.75(FY:080-081),,27122.0,5468028300.0
GUFL,661.0,-0.3,680.0,651.0,651.0,14740.0,/CompanyDetail.aspx?symbol=GUFL,Finance,8679938.0,661.0,2025/01/05 02:59:47,"1,041.00-516.00",764.01,736.15,23.78,11.19,59.07,165.49,3.99,,#ValueFiscal Year1.2:1(FY: 073-074),7.00(FY:071-072),2:1(FY:073-074),21687.0,5737439018.0
GVL,533.5,10.0,533.5,478.2,480.0,39869.0,/CompanyDetail.aspx?symbol=GVL,Hydro Power,34375000.0,533.5,2025/01/05 02:59:47,699.90-402.40,571.05,551.62,24.07,27.85,19.16,117.27,4.55,0.53(FY:080-081),#ValueFiscal Year,10.00(FY:080-081),,14305.0,18339062500.0
H8020,10.0,-0.89,10.05,9.98,10.01,32150.0,/CompanyDetail.aspx?symbol=H8020,Mutual Fund,100000000.0,10.0,2025/01/05 02:51:00,10.83-8.30,10.01,10.07,0.0,0.0,0.0,0.0,0.0,6.00(FY:080-081),#ValueFiscal Year,,,40800.0,1000000000.0
HATHY,1316.0,-0.23,1330.0,1301.5,1330.0,10242.0,/CompanyDetail.aspx?symbol=HATHY,Investment,28314000.0,1316.0,2025/01/05 02:59:57,"1,816.00-805.90",1402.28,1411.36,32.93,4.94,266.4,79.11,16.64,,#ValueFiscal Year1.9.779(FY: 072-073),,9.779(FY:072-073),14951.0,37261224000.0
HBL,240.0,-0.83,240.0,237.2,237.2,48522.0,/CompanyDetail.aspx?symbol=HBL,Commercial Banks,216566156.3,240.0,2025/01/05 02:59:58,312.10-167.10,251.92,251.15,14.83,13.42,17.88,179.68,1.34,,#ValueFiscal Year1.7:1(FY: 071-072),,7:1(FY:071-072),44413.0,51975877512.0
HBLD86,1180.8,4.04,1180.8,1140.0,1140.0,105.0,/CompanyDetail.aspx?symbol=HBLD86,Corporate Debenture,2500000.0,1180.8,2025/01/05 02:58:47,"1,180.80-938.00",1106.13,1113.1,22.49,0.0,0.0,0.0,1180.8,,#ValueFiscal Year,,,48.0,2952000000.0
HDHPC,195.9,1.24,198.0,193.4,195.0,71429.0,/CompanyDetail.aspx?symbol=HDHPC,Hydro Power,28000000.0,195.9,2025/01/05 02:59:49,273.00-123.30,204.91,208.62,33.17,0.75,261.2,77.78,2.52,,#ValueFiscal Year1.1:0.75(FY: 079-080),,1:0.75(FY:079-080),109251.0,5485200000.0
