Symbol,LTP,% Change,Open,High,Low,Qty.,link,Sector,Shares Outstanding,Market Price,Last Traded On,52 Weeks High - Low,180 Day Average,120 Day Average,1 Year Yield,EPS,P/E Ratio,Book Value,PBV,% Dividend,#,% Bonus,Right Share,30-Day Avg Volume,Market Capitalization
API,198.0,2.33,202.0,189.9,190.0,480594.0,/CompanyDetail.aspx?symbol=API,Hydro Power,57865978.9,198.0,2024/01/18 02:59:59,311.00-154.70,178.78,176.37,-35.5,-2.77,-71.48,102.4,1.93,,#ValueFiscal Year1.1:0.40(FY: 080-081)2.1:0.393632926(FY: 078-079)3.1:0.2938(FY: 077-078)4.1:0.47619047619(FY: 076-077),,1:0.40(FY:080-081),318122.0,11457463822.2
AVYAN,635.0,-1.4,644.0,620.5,644.0,9333.0,/CompanyDetail.aspx?symbol=AVYAN,Microfinance,2500000.0,635.0,2024/01/18 02:59:52,807.80-549.00,638.06,610.59,-15.33,-45.37,-14.0,99.6,6.38,,#ValueFiscal Year,,,5571.0,1587500000.0
BARUN,265.0,5.58,268.9,242.1,247.0,87183.0,/CompanyDetail.aspx?symbol=BARUN,Hydro Power,5358150.0,265.0,2024/01/18 02:59:55,294.00-191.10,225.75,224.89,-7.34,-15.66,-16.92,107.25,2.47,0.26(FY:076-077),#ValueFiscal Year1.1:1(FY: 079-080)2.(FY: 073-074)3.(FY: 072-073),5.00(FY:076-077),1:1(FY:079-080),64361.0,1419909750.0
BBC,3830.0,-0.55,3860.0,3774.0,3855.0,294.0,/CompanyDetail.aspx?symbol=BBC,Tradings,500000.0,3830.0,2024/01/18 02:59:55,"4,539.00-3,050.00",3815.32,3742.95,10.37,250.25,15.3,1685.32,2.27,,#ValueFiscal Year,,,589.0,1915000000.0
BEDC,341.0,0.5,356.0,330.0,340.0,34469.0,/CompanyDetail.aspx?symbol=BEDC,Hydro Power,5440534.0,341.0,2024/01/18 02:59:54,388.00-170.00,229.09,245.52,0.0,0.43,793.02,64.53,5.28,,#ValueFiscal Year,,,42085.0,1855222094.0
BFC,330.4,-1.34,339.0,323.4,330.1,26731.0,/CompanyDetail.aspx?symbol=BFC,Finance,8548167.8,330.4,2024/01/18 02:59:37,377.00-284.00,312.9,309.78,-10.44,-9.28,-35.6,134.5,2.46,,#ValueFiscal Year1.1:0.25(FY: 074-075)2.(FY: 072-073),20.00(FY:067-068),1:0.25(FY:074-075),18889.0,2824314641.12
BGWT,597.0,-1.13,597.9,570.0,591.8,20337.0,/CompanyDetail.aspx?symbol=BGWT,Hydro Power,5720647.0,597.0,2024/01/18 02:59:55,603.80-352.00,459.91,459.91,0.0,9.97,59.88,126.35,4.72,10.53(FY:079-080),#ValueFiscal Year,,,22114.0,3415226259.0
BHDC,469.8,-2.15,488.0,461.3,470.5,13216.0,/CompanyDetail.aspx?symbol=BHDC,Hydro Power,10500000.0,469.8,2024/01/18 02:59:36,514.20-286.50,356.8,373.78,9.89,23.44,20.04,119.56,3.93,5.26(FY:079-080),#ValueFiscal Year,5.00(FY:078-079),,16415.0,4932900000.0
BHL,313.0,6.14,321.0,290.0,290.0,32427.0,/CompanyDetail.aspx?symbol=BHL,Hydro Power,18279700.0,313.0,2024/01/18 02:59:56,394.70-192.70,234.45,239.45,-2.13,-17.88,-17.51,76.16,4.11,,#ValueFiscal Year,,,26208.0,5721546100.0
BHPL,480.0,1.03,494.0,457.0,465.6,9999.0,/CompanyDetail.aspx?symbol=BHPL,Hydro Power,2500000.0,480.0,2024/01/18 02:59:55,677.20-304.10,427.6,433.45,15.38,3.26,147.24,59.38,8.08,,#ValueFiscal Year,,,10170.0,1200000000.0
BNHC,409.0,0.49,424.9,406.7,415.0,15418.0,/CompanyDetail.aspx?symbol=BNHC,Hydro Power,4133044.0,409.0,2024/01/18 02:59:35,461.70-270.10,337.95,354.23,-4.64,-4.79,-85.39,86.89,4.71,,#ValueFiscal Year,,,11545.0,1690414996.0
BNT,12446.0,-2.0,12650.0,12446.0,12631.0,180.0,/CompanyDetail.aspx?symbol=BNT,Manufacturing And Processing,1210000.0,12446.0,2024/01/18 02:56:54,"16,200.00-10,500.00",13144.17,12639.52,-4.26,439.79,28.3,3340.39,3.73,,#ValueFiscal Year,,,296.0,15059660000.0
BOKD86,835.0,-1.88,851.0,835.0,851.0,75.0,/CompanyDetail.aspx?symbol=BOKD86,Corporate Debenture,1600000.0,835.0,2024/01/18 12:26:20,877.00-740.10,822.62,826.36,8.43,0.0,0.0,0.0,835.0,,#ValueFiscal Year,,,64.0,1336000000.0
BPCL,339.0,2.73,340.0,318.0,330.0,38125.0,/CompanyDetail.aspx?symbol=BPCL,Hydro Power,34090650.0,339.0,2024/01/18 02:59:54,365.00-292.10,308.15,304.5,0.86,8.82,38.44,206.85,1.64,,#ValueFiscal Year1.(FY: 070-071)2.3:2(FY: 070-071),5.00(FY:078-079),,32389.0,11556730350.0
BPW,1472.0,-1.41,1516.0,1465.0,1465.0,1495.0,/CompanyDetail.aspx?symbol=BPW,Microfinance,300000.0,1472.0,2024/01/18 02:59:28,"1,718.00-233.10",1153.11,1125.81,0.0,89.18,16.51,103.29,14.25,,#ValueFiscal Year,,,2283.0,441600000.0
C30MF,8.33,-0.6,8.5,8.23,8.23,2100.0,/CompanyDetail.aspx?symbol=C30MF,Mutual Fund,75072390.0,8.33,2024/01/18 02:57:18,10.00-7.61,8.23,8.12,0.0,0.0,0.0,0.0,8.33,,#ValueFiscal Year,,,33072.0,625353008.7
CBBL,900.2,-0.32,902.0,882.0,900.0,18057.0,/CompanyDetail.aspx?symbol=CBBL,Microfinance,29771721.0,900.2,2024/01/18 02:59:26,"1,240.10-727.00",927.89,907.66,-27.4,29.71,30.3,240.61,3.74,,#ValueFiscal Year,,,16437.0,26800503244.2
CBLD88,941.0,-1.47,950.0,941.0,950.0,105.0,/CompanyDetail.aspx?symbol=CBLD88,Corporate Debenture,3000000.0,941.0,2024/01/18 12:08:57,"1,024.00-813.00",933.21,946.86,6.69,0.0,0.0,0.0,941.0,,#ValueFiscal Year,,,78.0,2823000000.0
CFCL,364.9,1.36,365.0,354.0,354.2,23636.0,/CompanyDetail.aspx?symbol=CFCL,Finance,9488754.59,364.9,2024/01/18 02:59:53,423.00-275.50,336.46,331.72,1.93,-11.04,-33.05,117.99,3.09,,#ValueFiscal Year1.2:1(FY: 074-075),,2:1(FY:074-075),22045.0,3462446549.89
CGH,920.0,0.22,925.0,905.0,910.0,9327.0,/CompanyDetail.aspx?symbol=CGH,Hotels And Tourism,15340910.0,920.0,2024/01/18 02:59:56,"1,520.00-901.00",1150.06,1065.95,-33.33,5.57,165.17,86.11,10.68,,#ValueFiscal Year,,,14303.0,14113637200.0
CHCL,508.5,-1.03,516.0,503.7,510.0,54657.0,/CompanyDetail.aspx?symbol=CHCL,Hydro Power,79839972.08,508.5,2024/01/18 02:59:55,594.00-411.10,495.06,493.39,21.36,10.35,49.13,143.94,3.53,,#ValueFiscal Year,,,66743.0,40598625802.68
CHDC,1155.6,9.85,1155.6,1042.0,1050.69,32786.0,/CompanyDetail.aspx?symbol=CHDC,Investment,8394100.0,1155.6,2024/01/18 02:59:57,"1,217.20-681.20",991.5,977.15,53.06,14.31,80.75,163.9,7.05,,#ValueFiscal Year1.100:30(FY: 072-073),,100:30(FY:072-073),33869.0,9700221960.0
CHL,291.0,1.75,297.7,280.3,280.3,19967.0,/CompanyDetail.aspx?symbol=CHL,Hydro Power,3869775.0,291.0,2024/01/18 02:59:36,370.00-194.10,231.42,231.69,-3.64,-8.14,-35.75,89.73,3.24,0.26(FY:076-077),#ValueFiscal Year1.10:3(FY: 078-079),5.00(FY:076-077),10:3(FY:078-079),29738.0,1126104525.0
CIT,2195.0,-0.9,2259.3,2186.1,2259.3,18421.0,/CompanyDetail.aspx?symbol=CIT,Investment,53137500.0,2195.0,2024/01/18 02:59:51,"2,704.00-1,850.00",2029.96,2017.6,2.09,19.94,110.08,540.07,4.06,,#ValueFiscal Year1.100:82.84(FY: 077-078),,100:82.84(FY:077-078),25871.0,116636812500.0
CITY,655.3,-1.46,668.0,646.0,660.0,14621.0,/CompanyDetail.aspx?symbol=CITY,Hotels And Tourism,16740000.0,655.3,2024/01/18 02:59:58,782.50-111.10,640.55,609.88,0.0,-14.42,-45.44,100.02,6.55,,#ValueFiscal Year,,,29996.0,10969722000.0
CKHL,542.0,1.84,542.0,510.1,523.0,25225.0,/CompanyDetail.aspx?symbol=CKHL,Hydro Power,,542.0,2024/01/18 02:59:59,595.00-300.00,510.02,510.02,0.0,0.0,0.0,0.0,542.0,,#ValueFiscal Year,,,20916.0,0.0
CLI,470.0,-1.71,478.0,465.2,475.0,69298.0,/CompanyDetail.aspx?symbol=CLI,Life Insurance,39375000.0,470.0,2024/01/18 02:59:55,567.00-375.00,457.21,457.21,0.0,0.0,0.0,173.85,2.7,0.26(FY:079-080),#ValueFiscal Year,5.00(FY:079-080),,131078.0,18506250000.0
CMF1,8.35,-1.18,8.4,8.3,8.3,3082.0,/CompanyDetail.aspx?symbol=CMF1,Mutual Fund,82000000.0,8.35,2024/01/18 02:56:44,9.40-6.96,8.01,8.05,-1.76,0.0,0.0,0.0,8.35,15.00(FY:076-077),#ValueFiscal Year,,,25227.0,684700000.0
CMF2,8.57,5.8,8.58,8.0,8.1,2450.0,/CompanyDetail.aspx?symbol=CMF2,Mutual Fund,56000000.0,8.57,2024/01/18 01:41:02,10.39-6.81,7.98,7.7,-4.14,0.0,0.0,0.0,0.0,,#ValueFiscal Year,,,14752.0,479920000.0
CORBL,401.0,-1.96,411.0,397.0,411.0,10007.0,/CompanyDetail.aspx?symbol=CORBL,Development Bank Limited,5250000.0,401.0,2024/01/18 02:59:16,427.90-277.80,336.49,338.4,18.64,2.99,134.11,143.13,2.8,,#ValueFiscal Year1.1:1.5(FY: 078-079),,(FY:1:1.5),10118.0,2105250000.0
CYCL,1181.0,-1.42,1221.9,1145.0,1221.9,6764.0,/CompanyDetail.aspx?symbol=CYCL,Microfinance,2664243.9,1181.0,2024/01/18 02:59:12,"1,942.00-882.00",1103.36,1046.12,-39.12,2.86,412.94,221.23,5.34,,#ValueFiscal Year,,,6557.0,3146472045.9
CZBIL,181.9,-0.05,183.2,178.1,180.0,43654.0,/CompanyDetail.aspx?symbol=CZBIL,Commercial Banks,142009740.1,181.9,2024/01/18 02:59:54,207.80-158.90,178.12,172.89,-10.83,11.34,16.04,143.77,1.27,,#ValueFiscal Year1.10:2.5(FY: 072-073)2.10:5.50(FY: 071-072),12.91(FY:077-078),10:2.5(FY:072-073),49922.0,25831571724.19
DDBL,824.2,-1.29,835.0,815.0,825.0,17965.0,/CompanyDetail.aspx?symbol=DDBL,Microfinance,15510881.7,824.2,2024/01/18 02:59:56,"1,009.00-606.70",742.57,738.17,-17.25,22.76,36.21,221.16,3.73,,#ValueFiscal Year1.1:1(FY: 073-074)2.(FY: 071-072),,1:1(FY:073-074),13817.0,12784068697.14
DHPL,223.0,3.72,229.0,203.0,210.7,83934.0,/CompanyDetail.aspx?symbol=DHPL,Hydro Power,2640000.0,223.0,2024/01/18 02:59:50,259.80-134.00,158.95,159.27,-10.8,-0.75,-297.33,1.83,121.86,,#ValueFiscal Year,,,43053.0,588720000.0
DLBS,850.0,-2.56,870.0,850.0,856.0,2276.0,/CompanyDetail.aspx?symbol=DLBS,Microfinance,1331000.0,850.0,2024/01/18 02:59:55,"1,421.00-579.00",694.9,715.59,-38.23,-63.03,-13.49,159.21,5.34,0.75(FY:079-080),#ValueFiscal Year,14.25(FY:079-080),,5165.0,1131350000.0
DOLTI,347.1,2.69,354.0,320.0,332.0,45498.0,/CompanyDetail.aspx?symbol=DOLTI,Hydro Power,5364860.0,347.1,2024/01/18 02:59:43,381.40-177.40,233.45,247.19,0.0,4.33,80.16,78.6,4.42,,#ValueFiscal Year,,,35937.0,1862142906.0
DORDI,423.0,8.46,423.0,353.0,382.2,78513.0,/CompanyDetail.aspx?symbol=DORDI,Hydro Power,10542604.0,423.0,2024/01/18 02:59:50,423.00-191.60,238.62,248.85,41.24,10.17,41.59,102.87,4.11,,#ValueFiscal Year,,,55622.0,4459521492.0
EBL,554.0,4.33,554.0,519.4,526.0,64489.0,/CompanyDetail.aspx?symbol=EBL,Commercial Banks,106980940.0,554.0,2024/01/18 02:59:32,633.00-448.00,539.09,499.99,8.63,29.19,18.98,242.34,2.29,,#ValueFiscal Year,,,38630.0,59267440760.0
EDBL,385.0,-1.28,388.1,367.5,388.0,62161.0,/CompanyDetail.aspx?symbol=EDBL,Development Bank Limited,12496944.7,385.0,2024/01/18 02:59:24,399.70-266.40,321.28,324.29,4.9,-44.5,-8.65,130.46,2.95,,#ValueFiscal Year1.10:3(FY: 078-079)2.55(FY: 074-075)3.2:1(FY: 073-074)4.(FY: 073-074)5.2:1(FY: 072-073)6.(FY: 072-073)7.4:1.0370(FY: 071-072)8.1:0.35(FY: 069-070),,10:3(FY:078-079),46999.0,4811323709.5
EHPL,439.2,2.31,439.2,410.1,423.0,10641.0,/CompanyDetail.aspx?symbol=EHPL,Hydro Power,6200000.0,439.2,2024/01/18 02:59:54,508.00-273.00,339.07,355.59,8.44,10.04,43.75,76.24,5.76,,#ValueFiscal Year,,,15048.0,2723040000.0
ENL,860.0,-3.15,876.7,853.0,876.7,3880.0,/CompanyDetail.aspx?symbol=ENL,Investment,5556000.0,860.0,2024/01/18 02:58:19,"1,060.00-572.00",864.01,839.83,19.78,1.4,614.29,113.29,7.59,,#ValueFiscal Year,,,8401.0,4778160000.0
FMDBL,652.0,-1.66,662.0,645.2,649.8,16902.0,/CompanyDetail.aspx?symbol=FMDBL,Microfinance,12338269.07,652.0,2024/01/18 02:59:56,781.00-497.20,640.4,628.4,-6.05,16.43,39.68,139.42,4.68,,#ValueFiscal Year1.(FY: 073-074)2.2:1(FY: 073-074)3.1:1(FY: 071-072)4.(FY: 070-071),,,22373.0,8044551433.64
FOWAD,1152.0,-1.95,1168.0,1130.0,1151.5,3975.0,/CompanyDetail.aspx?symbol=FOWAD,Microfinance,10555637.34,1152.0,2024/01/18 02:59:59,"2,017.00-974.00",1190.68,1151.77,-39.84,-42.06,-27.39,265.68,4.34,,#ValueFiscal Year,,,7689.0,12160094215.68
GBBD85,970.0,-1.02,970.0,960.4,960.4,140437.0,/CompanyDetail.aspx?symbol=GBBD85,Corporate Debenture,1000000.0,970.0,2024/01/18 11:01:35,"1,000.00-744.10",861.48,856.95,8.74,0.0,0.0,0.0,970.0,,#ValueFiscal Year,,,10217.0,970000000.0
GBBL,392.1,-1.06,398.0,390.0,390.0,55179.0,/CompanyDetail.aspx?symbol=GBBL,Development Bank Limited,56805173.31,392.1,2024/01/18 02:59:37,432.40-336.00,380.75,380.22,1.58,14.19,27.63,148.14,2.65,,#ValueFiscal Year1.(FY: 072-073)2.(FY: 070-071)3.10:3(FY: 069-070)4.(FY: 068-069),,,78476.0,22273308454.85
GBIME,206.5,-0.96,209.0,204.7,206.5,142185.0,/CompanyDetail.aspx?symbol=GBIME,Commercial Banks,361287706.0,206.5,2024/01/18 02:59:59,241.90-176.00,206.47,203.85,-1.85,13.57,15.22,167.62,1.23,,#ValueFiscal Year,,,169026.0,74605911289.0
GBLBS,575.0,-1.71,590.0,570.0,580.0,10837.0,/CompanyDetail.aspx?symbol=GBLBS,Microfinance,9825000.0,575.0,2024/01/18 02:59:24,680.00-427.00,514.51,506.19,-15.57,14.07,40.87,218.97,2.63,,#ValueFiscal Year1.1:0.5(FY: 075-076),,1:0.5(FY:075-076),10997.0,5649375000.0
GCIL,540.0,-2.53,561.0,539.0,546.0,117438.0,/CompanyDetail.aspx?symbol=GCIL,Manufacturing And Processing,45676856.9,540.0,2024/01/18 02:59:58,614.00-363.10,469.63,463.04,0.0,1.17,461.54,247.44,2.18,,#ValueFiscal Year,15.00(FY:079-080),,171101.0,24665502726.0
GFCL,464.0,0.41,467.0,453.0,465.0,15347.0,/CompanyDetail.aspx?symbol=GFCL,Finance,9461152.0,464.0,2024/01/18 02:59:57,555.00-375.00,435.98,425.1,-9.38,-14.8,-31.35,246.35,1.88,,#ValueFiscal Year1.10:6(FY: 073-074)2.(FY: 072-073)3.(FY: 071-072),,10:6(FY:073-074),19423.0,4389974528.0
GHL,189.0,4.3,197.4,169.0,182.0,140147.0,/CompanyDetail.aspx?symbol=GHL,Hydro Power,16500000.0,189.0,2024/01/18 02:59:59,309.00-120.00,170.36,159.97,-33.33,-7.6,-24.87,90.07,2.1,,#ValueFiscal Year1.(FY: 080-081),,,96328.0,3118500000.0
GIBF1,8.1,-3.46,8.23,8.0,8.23,81750.0,/CompanyDetail.aspx?symbol=GIBF1,Mutual Fund,102576360.0,8.1,2024/01/18 02:59:01,9.70-7.20,8.19,8.04,-6.9,0.0,0.0,0.0,8.1,5.00(FY:079-080),#ValueFiscal Year,,,126529.0,830868516.0
GILB,925.0,-7.3,977.9,900.0,977.9,5298.0,/CompanyDetail.aspx?symbol=GILB,Microfinance,6189000.45,925.0,2024/01/18 02:59:56,"1,222.10-665.10",872.68,851.61,-25.82,21.98,42.08,181.5,5.1,,#ValueFiscal Year1.1:1(FY: 076-077)2.(FY: 074-075)3.2:1(FY: 073-074),,1:1(FY:076-077),5136.0,5724825416.25
GLBSL,882.0,-2.0,882.0,882.0,882.0,10.0,/CompanyDetail.aspx?symbol=GLBSL,Microfinance,1014000.0,882.0,2024/01/18 02:41:24,938.30-589.10,694.04,681.95,-0.9,3.68,239.67,124.54,7.08,,#ValueFiscal Year,,,1282.0,894348000.0
GLH,261.0,-0.34,265.0,252.0,256.7,20352.0,/CompanyDetail.aspx?symbol=GLH,Hydro Power,18000000.0,261.0,2024/01/18 02:59:59,370.00-194.60,228.75,226.53,-15.53,-0.87,-300.0,80.65,3.24,,#ValueFiscal Year,,,35374.0,4698000000.0
GMFBS,838.2,10.0,838.2,776.9,776.9,8189.0,/CompanyDetail.aspx?symbol=GMFBS,Microfinance,1515545.33,838.2,2024/01/18 02:52:02,965.00-641.00,712.07,712.96,-9.49,7.6,110.29,131.15,6.39,1.00(FY:077-078),#ValueFiscal Year,19.00(FY:077-078),,1221.0,1270330091.41
GMFIL,379.9,0.24,386.4,371.5,374.0,16478.0,/CompanyDetail.aspx?symbol=GMFIL,Finance,10121760.0,379.9,2024/01/18 02:59:44,427.00-277.00,352.13,348.79,4.71,-21.33,-17.81,137.9,2.75,,#ValueFiscal Year1.10:4(FY: 074-075)2.2:1(FY: 073-074)3.(FY: 073-074)4.(FY: 071-072),,10:4(FY:074-075),19975.0,3845256624.0
GRDBL,357.3,-1.3,368.9,353.0,368.9,10318.0,/CompanyDetail.aspx?symbol=GRDBL,Development Bank Limited,5190000.0,357.3,2024/01/18 02:59:48,381.70-0.00,314.35,315.23,25.37,8.39,42.59,114.01,3.13,0.20(FY:078-079),#ValueFiscal Year1.(FY: 074-075)2.1:4(FY: 072-073),3.80(FY:078-079),,10346.0,1854387000.0
GUFL,573.0,-0.17,582.0,563.0,563.0,38463.0,/CompanyDetail.aspx?symbol=GUFL,Finance,8679938.0,573.0,2024/01/18 02:59:59,620.00-454.00,530.59,529.21,-4.47,28.43,20.15,167.72,3.42,,#ValueFiscal Year1.2:1(FY: 073-074),7.00(FY:071-072),2:1(FY:073-074),32856.0,4973604474.0
GVL,477.0,0.42,485.0,456.0,484.0,27751.0,/CompanyDetail.aspx?symbol=GVL,Hydro Power,31250000.0,477.0,2024/01/18 02:59:56,511.00-299.90,373.26,381.93,4.31,30.04,15.88,114.73,4.16,,#ValueFiscal Year,,,60570.0,14906250000.0
GWFD83,1085.0,1.88,1085.0,1070.0,1070.0,360.0,/CompanyDetail.aspx?symbol=GWFD83,Corporate Debenture,,1085.0,2024/01/18 01:49:58,"1,147.50-999.80",1064.0,1072.68,-2.59,0.0,0.0,0.0,1085.0,,#ValueFiscal Year,,,299.0,0.0
H8020,8.9,-2.2,9.1,8.6,9.0,6460.0,/CompanyDetail.aspx?symbol=H8020,Mutual Fund,100000000.0,8.9,2024/01/18 02:55:28,10.10-8.60,9.26,9.26,0.0,0.0,0.0,0.0,8.9,,#ValueFiscal Year,,,9985.0,890000000.0
HATHY,995.0,-3.12,1035.0,986.0,1006.5,130754.0,/CompanyDetail.aspx?symbol=HATHY,Investment,12870000.0,995.0,2024/01/18 02:59:57,"1,123.00-279.50",599.26,599.26,0.0,4.92,202.24,154.98,6.42,,#ValueFiscal Year1.9.779(FY: 072-073),,9.779(FY:072-073),156522.0,12805650000.0
HBL,215.0,-1.83,218.0,212.0,215.0,50335.0,/CompanyDetail.aspx?symbol=HBL,Commercial Banks,216566156.32,215.0,2024/01/18 02:59:33,331.00-193.00,206.59,204.02,-29.51,19.51,11.02,170.27,1.26,,#ValueFiscal Year1.7:1(FY: 071-072),,7:1(FY:071-072),59963.0,46561723608.8
HDHPC,153.5,1.66,155.5,148.0,151.0,545403.0,/CompanyDetail.aspx?symbol=HDHPC,Hydro Power,28000000.0,153.5,2024/01/18 02:59:59,256.90-116.00,133.88,132.13,-37.85,-2.65,-57.92,77.5,1.98,,#ValueFiscal Year1.1:0.75(FY: 079-080),,1:0.75(FY:079-080),567127.0,4298000000.0
HDL,1720.0,-1.43,1745.0,1710.1,1740.0,29718.0,/CompanyDetail.aspx?symbol=HDL,Manufacturing And Processing,26725233.15,1720.0,2024/01/18 02:59:59,"2,840.70-1,540.00",1897.41,1796.18,-36.46,15.75,109.21,138.56,12.41,15.00(FY:079-080),#ValueFiscal Year,10.00(FY:079-080),,41025.0,45967401018.0
HEI,675.0,-1.46,695.0,670.0,673.0,60557.0,/CompanyDetail.aspx?symbol=HEI,Non-Life Insurance,23015350.0,675.0,2024/01/18 02:59:45,705.00-400.60,567.95,558.69,51.65,13.28,50.83,184.78,3.65,,#ValueFiscal Year,,,60880.0,15535361250.0
HEIP,395.0,-0.48,400.0,395.0,400.0,456.0,/CompanyDetail.aspx?symbol=HEIP,Promotor Share,,395.0,2024/01/18 02:31:21,486.90-245.50,407.78,399.23,34.81,0.0,0.0,0.0,395.0,,#ValueFiscal Year,,,7390.0,0.0
HHL,323.1,0.59,328.0,315.0,318.0,35044.0,/CompanyDetail.aspx?symbol=HHL,Hydro Power,10950000.0,323.1,2024/01/18 02:59:58,387.00-170.30,231.63,245.22,7.7,8.73,37.01,72.84,4.44,,#ValueFiscal Year,,,56610.0,3537945000.0
HIDCL,195.0,0.36,198.0,189.0,194.3,214459.0,/CompanyDetail.aspx?symbol=HIDCL,Investment,227757993.8,195.0,2024/01/18 02:59:48,224.00-154.00,172.16,171.27,-10.59,6.66,29.28,110.02,1.77,,#ValueFiscal Year1.1:1(FY: 078-079)2.1:1(FY: 074-075),,1:1(FY:078-079),209358.0,44412808791.0
HIDCLP,104.0,0.0,105.0,102.4,103.5,82480.0,/CompanyDetail.aspx?symbol=HIDCLP,Promotor Share,,104.0,2024/01/18 02:59:56,120.90-96.60,100.68,101.04,-12.31,0.0,0.0,0.0,104.0,,#ValueFiscal Year,,,215562.0,0.0
HLBSL,644.0,-1.53,673.2,630.0,641.0,10274.0,/CompanyDetail.aspx?symbol=HLBSL,Microfinance,3198181.3,644.0,2024/01/18 02:59:10,805.00-519.10,616.54,601.69,0.0,1.36,473.53,144.02,4.47,,#ValueFiscal Year1.1:1(FY: 077-078),,1:1(FY:077-078),9628.0,2059628757.2
HLI,421.0,-0.57,428.4,416.2,416.3,88866.0,/CompanyDetail.aspx?symbol=HLI,Life Insurance,80203836.02,421.0,2024/01/18 02:59:50,574.00-350.00,428.7,417.11,0.0,0.0,0.0,115.75,3.64,,#ValueFiscal Year,,,119635.0,33765814964.42
HPPL,290.0,5.07,300.9,270.5,270.7,127950.0,/CompanyDetail.aspx?symbol=HPPL,Hydro Power,10654170.0,290.0,2024/01/18 02:59:55,365.00-199.00,231.8,226.27,-10.08,-35.3,-8.22,91.09,3.18,,#ValueFiscal Year,,,52236.0,3089709300.0
HRL,653.0,8.44,661.5,558.0,614.2,3044702.0,/CompanyDetail.aspx?symbol=HRL,Others,70000000.0,653.0,2024/01/18 02:59:59,661.50-309.20,484.85,484.85,0.0,4.85,134.64,105.51,6.19,,#ValueFiscal Year,,,543778.0,45710000000.0
