Symbol,LTP,% Change,Open,High,Low,Qty.,link,Sector,Shares Outstanding,Market Price,Last Traded On,52 Weeks High - Low,180 Day Average,120 Day Average,1 Year Yield,EPS,P/E Ratio,Book Value,PBV,% Dividend,#,% Bonus,Right Share,30-Day Avg Volume,Market Capitalization
ACLBSL,594.0,-0.22,600.0,585.0,585.1,1809.0,/CompanyDetail.aspx?symbol=ACLBSL,Microfinance,3671434.1,594.0,2024/01/11 02:57:45,875.00-500.10,568.12,548.86,-31.72,2.77,214.44,137.68,4.31,,#ValueFiscal Year,,,2303.0,2180831855.4
ADBL,245.0,0.0,246.1,242.5,244.1,13027.0,/CompanyDetail.aspx?symbol=ADBL,Commercial Banks,134516740.8,245.0,2024/01/11 02:59:54,349.40-224.00,252.18,249.95,-27.94,-36.1,-6.79,206.78,1.18,,#ValueFiscal Year1.(FY: 071-072),,,33358.0,32956601496.0
ADBLD83,1068.0,0.28,1080.0,1058.4,1080.0,70.0,/CompanyDetail.aspx?symbol=ADBLD83,Corporate Debenture,,1068.0,2024/01/11 02:16:04,"1,144.00-865.10",1005.54,1007.53,14.08,0.0,0.0,0.0,1068.0,,#ValueFiscal Year,,,1478.0,0.0
AHL,422.1,3.2,433.0,402.1,402.1,20515.0,/CompanyDetail.aspx?symbol=AHL,Hydro Power,3400000.0,422.1,2024/01/11 02:59:39,480.90-273.10,338.87,350.55,0.0,-0.27,-1563.33,112.56,3.75,,#ValueFiscal Year,,,16372.0,1435140000.0
AHPC,272.5,6.03,281.0,258.0,260.0,295174.0,/CompanyDetail.aspx?symbol=AHPC,Hydro Power,18679626.0,272.5,2024/01/11 02:59:54,364.00-190.00,222.94,220.97,-19.85,2.96,92.06,104.12,2.62,,#ValueFiscal Year1.(FY: 074-075)2.1:1(FY: 069-070),,,144772.0,5090198085.0
AKJCL,201.6,1.31,204.0,198.6,202.9,63417.0,/CompanyDetail.aspx?symbol=AKJCL,Hydro Power,8000000.0,201.6,2024/01/11 02:59:59,262.00-141.30,168.83,167.13,-16.0,4.84,41.65,70.33,2.87,,#ValueFiscal Year,,,88431.0,1612800000.0
AKPL,190.0,4.17,192.8,181.8,184.8,437141.0,/CompanyDetail.aspx?symbol=AKPL,Hydro Power,40814631.0,190.0,2024/01/11 02:59:58,441.00-152.40,186.28,178.24,-55.19,-15.62,-12.16,96.49,1.97,0.53(FY:078-079),#ValueFiscal Year1.1:1(FY: 080-081),,1:1(FY:),355486.0,7754779890.0
ALBSL,728.6,0.36,730.0,710.2,713.0,3824.0,/CompanyDetail.aspx?symbol=ALBSL,Microfinance,6416160.0,728.6,2024/01/11 02:59:45,"1,142.90-543.00",693.36,663.58,-29.94,-16.47,-44.24,140.84,5.17,,#ValueFiscal Year,,,8264.0,4674814176.0
ALICL,671.0,-1.03,679.0,667.1,678.0,16203.0,/CompanyDetail.aspx?symbol=ALICL,Life Insurance,31553005.2,671.0,2024/01/11 02:59:54,812.00-517.50,669.3,648.0,-4.42,0.0,0.0,111.96,5.99,,#ValueFiscal Year1.1:0.6(FY: 075-076)2.2:1(FY: 074-075)3.(FY: 072-073),,1:0.6(FY:075-076),50452.0,21172066489.2
ANLB,1750.0,0.29,1800.0,1730.1,1775.0,725.0,/CompanyDetail.aspx?symbol=ANLB,Microfinance,685718.0,1750.0,2024/01/11 02:53:20,"2,651.00-403.80",1940.11,1805.5,0.0,30.82,56.78,453.67,3.86,,#ValueFiscal Year,,,1408.0,1200006500.0
