Symbol,LTP,% Change,Open,High,Low,Qty.,link,Sector,Shares Outstanding,Market Price,Last Traded On,52 Weeks High - Low,180 Day Average,120 Day Average,1 Year Yield,EPS,P/E Ratio,Book Value,PBV,% Dividend,#,% Bonus,Right Share,30-Day Avg Volume,Market Capitalization
BNHC,480.0,0.1,497.0,470.0,471.0,13021.0,/CompanyDetail.aspx?symbol=BNHC,Hydro Power,4000000.0,480.0,2024/03/17 02:59:23,511.90-270.10,385.04,404.84,12.31,1.63,294.48,91.83,5.23,,#ValueFiscal Year,,,15953.0,1920000000.0
BNL,20235.7,-2.0,20235.7,20235.7,20235.7,10.0,/CompanyDetail.aspx?symbol=BNL,Manufacturing And Processing,1948890.0,20235.7,2024/03/17 01:43:53,"23,765.60-2,266.60",11749.24,12030.94,810.62,-263.62,-76.76,3119.7,6.49,,#ValueFiscal Year,,,131.0,39437153373.0
BNT,13490.0,-1.53,13900.0,13200.0,13700.0,694.0,/CompanyDetail.aspx?symbol=BNT,Manufacturing And Processing,1210000.0,13490.0,2024/03/17 02:59:47,"17,508.00-10,500.00",12843.63,12750.13,5.36,-342.47,-39.39,3173.06,4.25,,#ValueFiscal Year,,,1473.0,16322900000.0
BOKD86,901.6,-2.0,901.6,901.6,901.6,25.0,/CompanyDetail.aspx?symbol=BOKD86,Corporate Debenture,1600000.0,901.6,2024/03/17 11:28:00,920.00-745.00,846.06,860.17,20.05,0.0,0.0,0.0,901.6,,#ValueFiscal Year,,,76.0,1442560000.0
BPCL,310.0,-0.35,313.9,308.2,308.2,3187.0,/CompanyDetail.aspx?symbol=BPCL,Hydro Power,34090650.0,310.0,2024/03/17 02:59:58,365.00-292.10,307.25,309.29,-2.52,10.46,29.64,206.73,1.5,,#ValueFiscal Year1.(FY: 070-071)2.3:2(FY: 070-071),5.00(FY:078-079),3:2(FY:070-071),9436.0,10568101500.0
C30MF,8.8,0.8,8.9,8.73,8.73,1800.0,/CompanyDetail.aspx?symbol=C30MF,Mutual Fund,75072390.0,8.8,2024/03/17 02:41:24,10.00-7.61,8.3,8.43,0.0,0.0,0.0,0.0,8.8,,#ValueFiscal Year,,,1867.0,660637032.0
CBBL,863.0,-0.22,875.0,855.9,865.0,9066.0,/CompanyDetail.aspx?symbol=CBBL,Microfinance,29771721.0,863.0,2024/03/17 02:59:43,"1,052.50-727.00",887.89,871.44,8.15,29.3,29.45,231.52,3.73,,#ValueFiscal Year,,,10305.0,25692995223.0
CBLD88,1010.1,0.6,1011.0,1002.0,1002.0,150.0,/CompanyDetail.aspx?symbol=CBLD88,Corporate Debenture,3000000.0,1010.1,2024/03/17 02:33:54,"1,024.00-824.10",967.02,983.75,22.41,0.0,0.0,0.0,1010.1,,#ValueFiscal Year,,,136.0,3030300000.0
CCBD88,1017.0,0.1,1017.0,1017.0,1017.0,55.0,/CompanyDetail.aspx?symbol=CCBD88,Corporate Debenture,2200000.0,1017.0,2024/03/17 02:30:27,"1,022.90-831.00",967.0,987.74,21.74,0.0,0.0,0.0,1017.0,,#ValueFiscal Year,,,74.0,2237400000.0
CFCL,344.1,-1.4,355.9,343.3,355.9,24231.0,/CompanyDetail.aspx?symbol=CFCL,Finance,9488754.59,344.1,2024/03/17 02:59:42,423.00-275.50,334.89,339.38,9.94,-10.04,-34.27,124.66,2.76,,#ValueFiscal Year1.2:1(FY: 074-075),,2:1(FY:074-075),14408.0,3265080454.42
CGH,827.0,-0.36,846.6,825.0,846.6,10155.0,/CompanyDetail.aspx?symbol=CGH,Hotels And Tourism,15340910.0,827.0,2024/03/17 02:59:48,"1,520.00-796.20",1002.23,954.8,-26.75,8.19,100.98,89.09,9.28,,#ValueFiscal Year,,,15815.0,12686932570.0
CHCL,469.9,-1.07,476.0,467.0,467.0,19270.0,/CompanyDetail.aspx?symbol=CHCL,Hydro Power,79839972.1,469.9,2024/03/17 02:59:52,594.00-452.10,489.15,493.29,0.0,9.5,49.46,131.8,3.57,,#ValueFiscal Year,10.00(FY:079-080),,24806.0,37516802889.79
CHDC,950.6,-2.1,971.0,950.0,961.0,6983.0,/CompanyDetail.aspx?symbol=CHDC,Investment,8394100.0,950.6,2024/03/17 02:59:58,"1,217.20-681.20",978.88,983.73,31.79,12.78,74.38,165.63,5.74,,#ValueFiscal Year1.100:30(FY: 072-073),,100:30(FY:072-073),7188.0,7979431460.0
CHL,292.0,-2.01,303.0,292.0,300.0,8801.0,/CompanyDetail.aspx?symbol=CHL,Hydro Power,3869775.0,292.0,2024/03/17 02:59:36,337.00-194.10,255.25,269.53,-8.95,-0.54,-540.74,91.49,3.19,0.26(FY:076-077),#ValueFiscal Year1.10:3(FY: 078-079),5.00(FY:076-077),10:3(FY:078-079),16337.0,1129974300.0
CIT,2134.5,-0.81,2160.0,2132.0,2152.0,8001.0,/CompanyDetail.aspx?symbol=CIT,Investment,53137504.0,2134.5,2024/03/17 02:59:59,"2,704.00-1,850.00",2049.42,2095.72,5.93,20.55,103.87,559.48,3.82,,#ValueFiscal Year1.100:82.84(FY: 077-078),,100:82.84(FY:077-078),10476.0,113422002288.0
CITY,600.1,-1.3,619.0,600.1,608.0,5121.0,/CompanyDetail.aspx?symbol=CITY,Hotels And Tourism,16740000.0,600.1,2024/03/17 02:59:27,782.50-111.10,615.35,625.01,0.0,-14.1,-42.56,96.5,6.22,,#ValueFiscal Year,,,11247.0,10045674000.0
CKHL,623.5,2.05,625.0,600.0,600.0,11887.0,/CompanyDetail.aspx?symbol=CKHL,Hydro Power,,623.5,2024/03/17 02:59:59,686.80-300.00,548.68,548.68,0.0,0.0,0.0,0.0,623.5,,#ValueFiscal Year,,,29639.0,0.0
CLI,467.2,0.26,476.3,463.1,463.1,56844.0,/CompanyDetail.aspx?symbol=CLI,Life Insurance,37500000.0,467.2,2024/03/17 02:59:52,567.00-375.00,454.77,467.86,0.0,0.0,0.0,177.14,2.64,0.26(FY:079-080),#ValueFiscal Year,5.00(FY:079-080),,45429.0,17520000000.0
CMF1,8.9,0.34,9.0,8.9,9.0,10500.0,/CompanyDetail.aspx?symbol=CMF1,Mutual Fund,82000000.0,8.9,2024/03/17 01:02:33,9.40-6.96,8.28,8.43,18.19,0.0,0.0,0.0,8.9,15.00(FY:076-077),#ValueFiscal Year,,,17346.0,729800000.0
CMF2,7.96,-1.73,7.96,7.96,7.96,100.0,/CompanyDetail.aspx?symbol=CMF2,Mutual Fund,56000000.0,7.96,2024/03/17 12:23:48,10.39-6.81,7.82,7.96,-0.5,0.0,0.0,0.0,0.0,,#ValueFiscal Year,,,5327.0,445760000.0
CORBL,451.0,2.73,463.9,437.0,445.8,25144.0,/CompanyDetail.aspx?symbol=CORBL,Development Bank Limited,5250000.0,451.0,2024/03/17 02:59:59,475.00-277.80,364.42,380.38,47.39,3.49,129.23,147.47,3.06,,#ValueFiscal Year1.1:1.5(FY: 078-079),,(FY:1:1.5),9705.0,2367750000.0
CYCL,1430.0,3.7,1458.0,1330.0,1351.5,13505.0,/CompanyDetail.aspx?symbol=CYCL,Microfinance,2664243.9,1430.0,2024/03/17 02:59:57,"1,560.00-882.00",1099.88,1118.05,6.32,15.84,90.28,214.32,6.67,,#ValueFiscal Year,30.00(FY:078-079),,9742.0,3809868777.0
CZBIL,165.0,-0.24,168.0,164.5,165.5,28156.0,/CompanyDetail.aspx?symbol=CZBIL,Commercial Banks,142009740.06,165.0,2024/03/17 02:57:57,207.80-156.80,170.89,169.55,-8.33,11.02,14.97,146.2,1.13,,#ValueFiscal Year1.10:2.5(FY: 072-073)2.10:5.50(FY: 071-072),12.91(FY:077-078),10:2.5(FY:072-073),24736.0,23431607109.9
DDBL,781.0,0.13,795.0,779.1,786.0,13494.0,/CompanyDetail.aspx?symbol=DDBL,Microfinance,15510881.66,781.0,2024/03/17 02:59:38,913.00-606.70,749.34,753.49,14.6,15.64,49.94,212.84,3.67,,#ValueFiscal Year1.1:1(FY: 073-074)2.(FY: 071-072),,1:1(FY:073-074),6387.0,12113998576.46
DHPL,199.0,-1.49,206.0,197.5,206.0,14443.0,/CompanyDetail.aspx?symbol=DHPL,Hydro Power,2640000.0,199.0,2024/03/17 02:58:50,242.00-134.00,176.55,187.65,-13.44,-10.86,-18.32,-3.42,-58.19,,#ValueFiscal Year,,,17890.0,525360000.0
DLBS,968.1,-2.21,998.7,960.0,970.2,6406.0,/CompanyDetail.aspx?symbol=DLBS,Microfinance,1331000.0,968.1,2024/03/17 02:59:25,"1,045.50-579.00",756.56,811.05,15.25,-30.82,-31.41,137.74,7.03,,#ValueFiscal Year,,,3160.0,1288541100.0
DOLTI,385.5,-4.34,408.0,382.6,403.0,23104.0,/CompanyDetail.aspx?symbol=DOLTI,Hydro Power,5364860.0,385.5,2024/03/17 02:59:47,450.00-177.40,293.61,323.8,0.0,-3.68,-104.76,71.3,5.41,,#ValueFiscal Year,,,34053.0,2068153530.0
DORDI,423.9,-1.88,439.0,418.0,432.0,22718.0,/CompanyDetail.aspx?symbol=DORDI,Hydro Power,10542604.0,423.9,2024/03/17 02:59:58,576.00-191.60,320.03,359.68,35.0,6.04,70.18,103.06,4.11,,#ValueFiscal Year,,,46683.0,4469009835.6
EBL,516.0,-0.19,521.0,510.0,510.0,20016.0,/CompanyDetail.aspx?symbol=EBL,Commercial Banks,117679040.0,516.0,2024/03/17 02:59:58,633.00-448.00,508.09,511.66,2.97,29.12,17.72,219.57,2.35,,#ValueFiscal Year,,,19495.0,60722384640.0
EBLD85,1035.1,0.5,1035.1,1031.1,1031.1,87.0,/CompanyDetail.aspx?symbol=EBLD85,Corporate Debenture,2000000.0,1035.1,2024/03/17 02:56:15,"1,053.60-976.10",1010.51,1010.51,0.0,0.0,0.0,0.0,1035.1,,#ValueFiscal Year,,,166.0,2070200000.0
EBLD86,891.1,-0.32,891.1,891.1,891.1,25.0,/CompanyDetail.aspx?symbol=EBLD86,Corporate Debenture,2000000.0,891.1,2024/03/17 11:10:35,920.00-750.20,847.53,862.32,16.48,0.0,0.0,0.0,891.1,,#ValueFiscal Year,,,117.0,1782200000.0
EDBL,369.6,3.01,378.9,358.6,365.0,35905.0,/CompanyDetail.aspx?symbol=EDBL,Development Bank Limited,12496944.7,369.6,2024/03/17 02:59:54,399.70-266.40,335.18,342.47,15.86,-11.19,-33.03,152.08,2.43,,#ValueFiscal Year1.10:3(FY: 078-079)2.55(FY: 074-075)3.2:1(FY: 073-074)4.(FY: 073-074)5.2:1(FY: 072-073)6.(FY: 072-073)7.4:1.0370(FY: 071-072)8.1:0.35(FY: 069-070),8.50(FY:077-078),10:3(FY:078-079),10910.0,4618870761.12
EHPL,440.0,-0.45,444.5,434.2,434.2,5542.0,/CompanyDetail.aspx?symbol=EHPL,Hydro Power,6200000.0,440.0,2024/03/17 02:59:48,500.00-273.00,385.98,405.48,-5.19,4.44,99.1,75.96,5.79,,#ValueFiscal Year,,,6327.0,2728000000.0
ENL,779.0,-1.27,799.9,766.0,799.0,1155.0,/CompanyDetail.aspx?symbol=ENL,Investment,5556000.0,779.0,2024/03/17 02:59:49,"1,060.00-572.00",824.8,820.03,18.21,1.76,442.61,105.76,7.37,,#ValueFiscal Year,,,2078.0,4328124000.0
FMDBL,613.0,0.16,636.0,610.0,612.6,11946.0,/CompanyDetail.aspx?symbol=FMDBL,Microfinance,12338269.03,613.0,2024/03/17 02:59:48,781.00-497.20,623.03,617.06,14.34,13.76,44.55,128.22,4.78,,#ValueFiscal Year1.(FY: 073-074)2.2:1(FY: 073-074)3.1:1(FY: 071-072)4.(FY: 070-071),,2:1(FY:073-074),10619.0,7563358915.39
FOWAD,1085.0,-1.09,1118.0,1081.5,1108.0,3109.0,/CompanyDetail.aspx?symbol=FOWAD,Microfinance,10555637.34,1085.0,2024/03/17 02:59:56,"1,493.00-974.00",1125.3,1082.38,-15.89,-4.9,-221.43,256.01,4.24,,#ValueFiscal Year,25.00(FY:078-079),,4384.0,11452866513.9
GBBD85,909.0,-0.66,909.0,909.0,909.0,75.0,/CompanyDetail.aspx?symbol=GBBD85,Corporate Debenture,1000000.0,909.0,2024/03/17 11:57:37,"1,000.00-768.10",875.18,886.52,13.62,0.0,0.0,0.0,909.0,,#ValueFiscal Year,,,107.0,909000000.0
GBBL,372.0,0.54,377.0,370.0,370.0,29607.0,/CompanyDetail.aspx?symbol=GBBL,Development Bank Limited,56805173.3,372.0,2024/03/17 02:59:48,432.40-336.00,377.85,379.48,4.85,18.05,20.61,145.43,2.56,,#ValueFiscal Year1.(FY: 072-073)2.(FY: 070-071)3.10:3(FY: 069-070)4.(FY: 068-069),,,28756.0,21131524467.6
GBD80/81,1023.9,0.88,1023.9,1020.0,1020.0,71.0,/CompanyDetail.aspx?symbol=GBD80/81,Corporate Debenture,103105160.0,1023.9,2024/03/17 02:59:41,"1,075.00-973.60",1010.01,1014.32,4.8,0.0,0.0,0.0,1023.9,,#ValueFiscal Year,,,95.0,105569373324.0
GBIME,191.5,-1.03,192.0,190.1,191.0,40619.0,/CompanyDetail.aspx?symbol=GBIME,Commercial Banks,361287700.0,191.5,2024/03/17 02:59:58,241.90-176.00,199.68,197.38,2.3,11.31,16.93,157.4,1.22,,#ValueFiscal Year,,,51690.0,69186594550.0
GBLBS,597.0,1.19,608.5,590.0,590.0,10086.0,/CompanyDetail.aspx?symbol=GBLBS,Microfinance,9825000.0,597.0,2024/03/17 02:59:57,673.00-427.00,524.07,535.79,26.22,19.73,30.26,100.0,5.97,,#ValueFiscal Year1.1:0.5(FY: 075-076),,1:0.5(FY:075-076),6151.0,5865525000.0
GCIL,571.0,2.51,578.0,553.0,553.0,197468.0,/CompanyDetail.aspx?symbol=GCIL,Manufacturing And Processing,45676857.0,571.0,2024/03/17 02:59:58,614.00-363.10,479.24,497.66,0.0,-18.32,-31.17,225.45,2.53,,#ValueFiscal Year,15.00(FY:079-080),,101165.0,26081485347.0
GFCL,469.7,1.23,470.0,460.0,460.0,10350.0,/CompanyDetail.aspx?symbol=GFCL,Finance,9461152.0,469.7,2024/03/17 02:59:56,530.00-375.00,431.62,436.79,4.84,4.84,97.05,174.18,2.7,,#ValueFiscal Year1.10:6(FY: 073-074)2.(FY: 072-073)3.(FY: 071-072),,10:6(FY:073-074),12097.0,4443903094.4
GHL,162.0,-3.97,170.0,161.9,169.0,208275.0,/CompanyDetail.aspx?symbol=GHL,Hydro Power,16500000.0,162.0,2024/03/17 02:59:56,286.00-120.00,164.37,160.04,-40.09,-2.26,-71.68,88.94,1.82,,#ValueFiscal Year1.(FY: 080-081),,,160933.0,2673000000.0
GIBF1,8.36,-1.07,8.5,8.29,8.29,1000.0,/CompanyDetail.aspx?symbol=GIBF1,Mutual Fund,102576360.0,8.36,2024/03/17 02:44:42,9.70-7.20,8.17,8.17,7.18,0.0,0.0,0.0,8.36,5.00(FY:079-080),#ValueFiscal Year,,,8806.0,857538369.6
GILB,850.1,-2.17,880.0,836.0,880.0,3879.0,/CompanyDetail.aspx?symbol=GILB,Microfinance,6189000.45,850.1,2024/03/17 02:59:57,"1,110.70-665.10",848.29,840.39,13.5,15.46,54.99,181.09,4.69,,#ValueFiscal Year1.1:1(FY: 076-077)2.(FY: 074-075)3.2:1(FY: 073-074),,1:1(FY:076-077),3043.0,5261269282.55
GLBSL,1341.0,9.56,1341.0,1133.0,1199.6,5563.0,/CompanyDetail.aspx?symbol=GLBSL,Microfinance,1014000.0,1341.0,2024/03/17 02:59:56,"1,341.00-589.10",781.34,822.24,94.77,15.24,87.99,129.67,10.34,,#ValueFiscal Year,4.00(FY:078-079),,1606.0,1359774000.0
GLH,227.0,-2.99,234.0,226.0,230.0,24391.0,/CompanyDetail.aspx?symbol=GLH,Hydro Power,18000000.0,227.0,2024/03/17 02:59:51,318.00-194.60,229.52,233.34,-22.79,-1.09,-208.26,80.33,2.83,,#ValueFiscal Year,,,49823.0,4086000000.0
GMFBS,910.0,-3.19,925.0,890.0,925.0,2381.0,/CompanyDetail.aspx?symbol=GMFBS,Microfinance,1515545.33,910.0,2024/03/17 02:59:49,960.00-641.00,768.61,794.21,22.15,14.18,64.17,146.74,6.2,1.00(FY:077-078),#ValueFiscal Year,19.00(FY:077-078),,1573.0,1379146245.75
GMFIL,369.9,-0.27,377.0,361.0,370.0,12557.0,/CompanyDetail.aspx?symbol=GMFIL,Finance,10121760.0,369.9,2024/03/17 02:59:49,427.00-277.00,351.8,355.52,13.47,-13.24,-27.94,140.06,2.64,,#ValueFiscal Year1.10:4(FY: 074-075)2.2:1(FY: 073-074)3.(FY: 073-074)4.(FY: 071-072),,10:4(FY:074-075),10188.0,3744039024.0
GRDBL,392.0,6.78,400.0,370.0,370.0,58791.0,/CompanyDetail.aspx?symbol=GRDBL,Development Bank Limited,5190000.0,392.0,2024/03/17 02:59:59,400.00-0.00,329.72,338.27,47.92,4.86,80.66,114.97,3.41,0.20(FY:079-080),#ValueFiscal Year1.(FY: 074-075)2.1:4(FY: 072-073),3.80(FY:079-080),,13180.0,2034480000.0
GUFL,785.0,4.67,785.0,750.0,750.0,136140.0,/CompanyDetail.aspx?symbol=GUFL,Finance,8679938.0,785.0,2024/03/17 02:59:59,830.00-454.00,555.86,568.82,53.92,28.02,28.02,161.15,4.87,,#ValueFiscal Year1.2:1(FY: 073-074),7.00(FY:071-072),2:1(FY:073-074),95021.0,6813751330.0
GVL,439.0,-1.01,443.0,432.4,440.0,6000.0,/CompanyDetail.aspx?symbol=GVL,Hydro Power,31250000.0,439.0,2024/03/17 02:59:56,498.00-299.90,404.67,424.56,1.39,13.02,33.72,116.74,3.76,,#ValueFiscal Year,,,10210.0,13718750000.0
H8020,8.77,-2.88,9.48,8.5,9.21,2200.0,/CompanyDetail.aspx?symbol=H8020,Mutual Fund,100000000.0,8.77,2024/03/17 02:59:57,10.10-8.30,8.87,8.87,0.0,0.0,0.0,0.0,8.77,,#ValueFiscal Year,,,14991.0,877000000.0
HATHY,897.0,-0.06,915.4,894.0,915.4,36738.0,/CompanyDetail.aspx?symbol=HATHY,Investment,12870000.0,897.0,2024/03/17 02:59:47,"1,123.00-279.50",728.32,809.23,0.0,-0.92,-975.0,160.73,5.58,,#ValueFiscal Year1.9.779(FY: 072-073),,9.779(FY:072-073),49401.0,11544390000.0
HBL,193.0,-0.36,195.0,192.0,192.4,29858.0,/CompanyDetail.aspx?symbol=HBL,Commercial Banks,216566156.3,193.0,2024/03/17 02:59:55,243.10-184.00,201.14,200.95,-18.22,13.89,13.89,162.17,1.19,,#ValueFiscal Year1.7:1(FY: 071-072),,7:1(FY:071-072),33087.0,41797268165.9
HBLD86,1010.0,-0.78,1010.0,1010.0,1010.0,25.0,/CompanyDetail.aspx?symbol=HBLD86,Corporate Debenture,2500000.0,1010.0,2024/03/17 11:56:12,"1,017.90-938.00",976.04,976.04,0.0,0.0,0.0,0.0,1010.0,,#ValueFiscal Year,,,38.0,2525000000.0
HDHPC,142.6,-1.18,147.1,142.0,147.1,89838.0,/CompanyDetail.aspx?symbol=HDHPC,Hydro Power,28000000.0,142.6,2024/03/17 02:59:31,233.40-116.00,137.11,141.34,-36.9,-8.18,-17.43,74.24,1.92,,#ValueFiscal Year1.1:0.75(FY: 079-080),,1:0.75(FY:079-080),121527.0,3992800000.0
HDL,1597.0,-1.24,1617.9,1588.0,1617.0,25824.0,/CompanyDetail.aspx?symbol=HDL,Manufacturing And Processing,26725233.15,1597.0,2024/03/17 02:59:49,"2,510.00-1,441.00",1718.06,1648.45,-20.74,12.25,130.37,118.02,13.53,15.00(FY:079-080),#ValueFiscal Year,10.00(FY:079-080),,31262.0,42680197340.55
HEI,598.0,0.5,609.7,587.1,590.0,22770.0,/CompanyDetail.aspx?symbol=HEI,Non-Life Insurance,25001574.71,598.0,2024/03/17 02:57:54,705.00-400.60,569.82,589.72,42.38,12.23,48.9,178.04,3.36,,#ValueFiscal Year,,,18276.0,14950941676.58
HEIP,357.5,-2.05,357.7,350.6,357.7,624.0,/CompanyDetail.aspx?symbol=HEIP,Promotor Share,,357.5,2024/03/17 02:56:32,486.90-245.50,385.78,382.29,29.25,0.0,0.0,0.0,357.5,,#ValueFiscal Year,,,1265.0,0.0
HHL,321.2,-1.77,329.6,320.0,323.5,17156.0,/CompanyDetail.aspx?symbol=HHL,Hydro Power,10950000.0,321.2,2024/03/17 02:59:59,387.00-170.30,276.53,303.74,7.79,-1.58,-203.29,73.41,4.38,,#ValueFiscal Year,,,24680.0,3517140000.0
HIDCL,180.0,0.56,182.0,176.6,178.6,41857.0,/CompanyDetail.aspx?symbol=HIDCL,Investment,227757990.0,180.0,2024/03/17 02:59:59,212.00-154.00,175.23,179.05,-8.4,6.61,27.23,108.3,1.66,,#ValueFiscal Year1.1:1(FY: 078-079)2.1:1(FY: 074-075),,1:1(FY:078-079),55090.0,40996438200.0
